group,N,sample,seed,order_per_subinterval,rank,h1_gap,eta_f_h1,cluster_relative_error,splitting_relative_error,lower_external_gap_relative,upper_external_gap_relative,maximum_coordinate_frequency,measurement_and_solve_seconds,index_success,lambda_1,lambda_2,lambda_3,lambda_4,lambda_5,lambda_6,lambda_7,lambda_8,lambda_9,lambda_10
calibration,672,14,2032172078,512,165,0.00022601900731557048,0.0005240024309506883,4.1245147951353625e-08,1.6826903900103077e-08,0.21395725120957187,0.2457425351625071,68.55816481758244,0.9577967000659555,1,35.915296802675144,67.99127535916774,67.9912758761221,100.06725732460066,117.84172285412491,117.84172338185961,149.91770203332678,149.91770455597748,186.75885981978823,186.75886315303754
calibration,672,15,2032172079,128,164,0.00024220853409771462,0.0005493497257562987,4.7227962810789194e-08,1.707168678688245e-08,0.21395725280701022,0.2457425243343731,86.90316266449793,0.39951370004564524,1,35.915297302849034,67.99127470285954,67.99127691431015,100.06725873228095,117.84172369146768,117.84172400260788,149.91770289355932,149.9177054529073,186.75885909338913,186.75886521287796
calibration,672,15,2032172079,256,164,0.00024220844929835102,0.0005493497277307236,4.722794157759598e-08,1.7071683943151212e-08,0.2139572528069995,0.24574252433439756,86.90316266449793,0.5645263000624254,1,35.91529730284857,67.99127470285946,67.99127691430978,100.06725873228633,117.84172369146627,117.84172400260672,149.91770289355657,149.91770545290413,186.75885909338962,186.75886521288032
calibration,672,15,2032172079,512,164,0.00024220857397632399,0.0005493497222521515,4.722797968359451e-08,1.7071718826254357e-08,0.2139572528069886,0.2457425243343534,86.90316266449793,0.9514437000034377,1,35.915297302848735,67.99127470285985,67.99127691430951,100.06725873228011,117.8417236914673,117.84172400260884,149.91770289355705,149.91770545290984,186.7588590933887,186.75886521287813
calibration,672,16,2032172080,128,166,0.00021860819185536614,0.0005275321096473263,3.86300627560219e-08,5.4515687067558575e-09,0.21395725482506864,0.245742535009732,95.73319646993338,0.4193187999771908,1,35.91529696502128,67.9912748393696,67.99127549599976,100.06725530301098,117.84172305964256,117.84172415314917,149.9177033466433,149.91770416392993,186.75885940483698,186.75886156467917
calibration,672,16,2032172080,256,166,0.00021860821420119415,0.0005275321107566736,3.863006522058897e-08,5.451594300336968e-09,0.21395725482505548,0.24574253500971419,95.73319646993338,0.5538322000065818,1,35.91529696502111,67.9912748393689,67.99127549599869,100.0672553030098,117.84172305964165,117.84172415314768,149.91770334663983,149.9177041639303,186.75885940483468,186.7588615646753
calibration,672,16,2032172080,512,166,0.0002186082345155813,0.0005275321267716238,3.8630068822648534e-08,5.451583114994112e-09,0.21395725482507158,0.2457425350096941,95.73319646993338,0.9211046000709757,1,35.915296965021064,67.99127483936914,67.99127549599807,100.06725530301028,117.84172305964194,117.84172415314748,149.91770334664204,149.91770416393084,186.7588594048322,186.758861564676
calibration,672,17,2032172081,128,159,0.0002613651633081982,0.0005585976612983423,5.493205690538183e-08,2.239330910947811e-08,0.21395725159767834,0.24574258359889323,33.05494118132066,0.41957870009355247,1,35.91529743448944,67.99127818551592,67.99127902000994,100.06725994958894,117.841723947764,117.84172454108281,149.917703250734,149.91770660788737,186.75886913316964,186.75887263584625
calibration,672,17,2032172081,256,159,0.0002613651339984799,0.0005585976698184354,5.493204363463607e-08,2.2393310246970604e-08,0.21395725159768222,0.24574258359892906,33.05494118132066,0.5594221000792459,1,35.91529743448954,67.99127818551672,67.99127902000886,100.06725994958829,117.84172394776319,117.84172454108007,149.91770325073185,149.91770660788538,186.75886913317302,186.75887263584335
calibration,672,17,2032172081,512,159,0.0002613651433436078,0.0005585977028859034,5.493203946383026e-08,2.2393307782403532e-08,0.2139572515976757,0.24574258359891823,33.05494118132066,0.9157275999896228,1,35.915297434489744,67.99127818551736,67.99127902000913,100.06725994958933,117.84172394776222,117.8417245410808,149.9177032507316,149.91770660788475,186.75886913317078,186.75887263584588
calibration,672,18,2032172082,128,165,0.0002035990210768144,0.0005234614864045262,3.3460705936970905e-08,3.4538065648388085e-09,0.21395724804607974,0.24574254714775856,185.92923507344724,0.41555140004493296,1,35.915296577213034,67.99127491740589,67.9912779699379,100.06725698209338,117.84172285308651,117.84172469396141,149.91770287116512,149.91770338895185,186.7588604495639,186.75887093441733
calibration,672,18,2032172082,256,165,0.00020359908923915334,0.0005234617036304918,3.346073532219366e-08,3.4538607853143447e-09,0.21395724804601018,0.24574254714767554,185.92923507344724,0.5777105999877676,1,35.91529657721723,67.99127491740475,67.99127796993808,100.06725698209432,117.84172285308686,117.84172469396812,149.9177028711614,149.91770338895626,186.75886044955587,186.75887093441443
calibration,672,18,2032172082,512,165,0.00020359903743577784,0.0005234617374357975,3.346072091395541e-08,3.4538232480620504e-09,0.21395724804601293,0.24574254714773505,185.92923507344724,0.9228692000033334,1,35.91529657721723,67.99127491740582,67.99127796994061,100.06725698209446,117.84172285308718,117.84172469397117,149.91770287116486,149.9177033889541,186.75886044956263,186.75887093442483
calibration,672,19,2032172083,128,174,0.00022958542663576028,0.0005199145275330392,4.261443127180541e-08,8.178088354239969e-09,0.21395725779995323,0.2457425309520519,61.64300575204377,0.41651630005799234,1,35.915296542358625,67.9912748044868,67.99127808867667,100.06725514884896,117.84172287327205,117.84172389573513,149.9177035352171,149.91770476125728,186.75885939384628,186.75887018467958
calibration,672,19,2032172083,256,174,0.0002295854653219416,0.000519914523437037,4.2614439613417036e-08,8.178105985373623e-09,0.2139572577999555,0.2457425309520358,61.64300575204377,0.584853500011377,1,35.91529654235849,67.9912748044868,67.9912780886763,100.06725514884874,117.84172287327112,117.8417238957334,149.9177035352157,149.91770476125853,186.7588593938451,186.75887018468066
calibration,672,19,2032172083,512,174,0.00022958544404454268,0.000519914520792328,4.261445459040154e-08,8.178117929044808e-09,0.21395725779995534,0.24574253095202614,61.64300575204377,0.9353426999878138,1,35.91529654235851,67.9912748044875,67.99127808867746,100.06725514884923,117.84172287327142,117.84172389573388,149.91770353521616,149.91770476126078,186.7588593938459,186.75887018468237
calibration,896,0,2032202752,128,194,0.00014453954263957965,0.0004622744140040904,1.7119750205132213e-08,8.815521137452044e-09,0.21395724018806606,0.24574253135105187,152.99522943751765,0.8143407000461593,1,35.915295620507685,67.99127318383923,67.99127398167944,100.0672532344145,117.84172184048666,117.84172261840236,149.91769961755074,149.91770093915338,186.75885563155953,186.75885637424176
calibration,896,0,2032202752,256,194,0.00014453954494391034,0.00046227440924292854,1.7119744707251826e-08,8.815519241631221e-09,0.213957240188076,0.2457425313510547,152.99522943751765,1.0288898999569938,1,35.915295620507834,67.99127318383907,67.99127398167977,100.06725323441553,117.84172184048617,117.84172261840033,149.9176996175502,149.91770093915255,186.75885563155913,186.7588563742476
calibration,896,0,2032202752,512,194,0.00014453954340768986,0.0004622744155740073,1.711974755098306e-08,8.815520947869962e-09,0.21395724018806653,0.24574253135105376,152.99522943751765,1.5713947000913322,1,35.915295620507955,67.9912731838395,67.99127398167911,100.06725323441525,117.84172184048613,117.84172261840192,149.91769961755037,149.91770093915298,186.7588556315594,186.75885637424338
calibration,896,1,2032202753,128,178,0.0001968176443468892,0.0004922646502050414,3.14302238234705e-08,1.920350658999635e-09,0.21395725734669507,0.2457425406167051,80.2647007529209,0.7971557999262586,1,35.91529623181513,67.99127466513892,67.9912749441772,100.06725353611131,117.84172227573377,117.84172322512154,149.9177027966521,149.91770308454664,186.7588591660382,186.75885998779512
calibration,896,1,2032202753,256,178,0.00019681764152645347,0.000492264644712696,3.143021699851554e-08,1.920356346462104e-09,0.21395725734668522,0.2457425406167309,80.2647007529209,1.0326386999804527,1,35.915296231815105,67.99127466513895,67.99127494417671,100.06725353611331,117.84172227573363,117.84172322512114,149.91770279665022,149.91770308454562,186.75885916604105,186.75885998779378
calibration,896,1,2032202753,512,178,0.00019681764265462777,0.0004922646482465569,3.1430221738067597e-08,1.920351227745882e-09,0.2139572573466986,0.24574254061671252,80.2647007529209,1.5717918999725953,1,35.91529623181504,67.9912746651389,67.99127494417733,100.06725353610915,117.84172227573204,117.84172322512062,149.9177027966517,149.91770308454633,186.758859166039,186.75885998779899
calibration,896,2,2032202754,128,183,0.0001707319393666204,0.0005067099980395974,2.3725510932961253e-08,6.882575213650952e-09,0.21395724915921902,0.2457425387213503,52.61014655870051,0.7025916000129655,1,35.915296520307884,67.99127397156583,67.99127452915971,100.06725322566784,117.84172192331785,117.841722553571,149.917700897654,149.91770192947382,186.75885772681815,186.75885952895396
calibration,896,2,2032202754,256,183,0.0001707318905961683,0.00050670999382874,2.3725493491409682e-08,6.882571422009306e-09,0.2139572491592063,0.24574253872136773,52.61014655870051,0.9882588000036776,1,35.915296520308054,67.99127397156587,67.99127452916022,100.06725322566277,117.84172192331674,117.84172255357086,149.91770089765194,149.9177019294712,186.75885772681815,186.7588595289581
calibration,896,2,2032202754,512,183,0.00017073192506062256,0.0005067099935406455,2.3725505055916703e-08,6.882578815710516e-09,0.213957249159214,0.24574253872135104,52.61014655870051,1.6587137000169605,1,35.91529652030799,67.9912739715658,67.99127452915958,100.06725322566788,117.84172192331694,117.84172255357034,149.91770089765257,149.91770192947294,186.75885772681738,186.75885952895268
calibration,896,3,2032202755,128,181,0.00019332868264582863,0.0005155783289280412,3.0287022254872147e-08,6.4091290358035345e-09,0.213957252622035,0.2457425470412851,133.35533693852062,0.7189177999971434,1,35.91529655419971,67.9912746915514,67.99127576745967,100.06725497165348,117.84172237063527,117.84172308909824,149.91770195231862,149.9177029131605,186.7588599578103,186.75886329069314
calibration,896,3,2032202755,256,181,0.0001933286665663491,0.0005155783245196626,3.028703761102081e-08,6.4091497002505045e-09,0.21395725262203158,0.24574254704128964,133.35533693852062,0.9779719000216573,1,35.91529655420026,67.99127469155103,67.9912757674613,100.06725497165317,117.84172237063446,117.84172308909795,149.91770195231783,149.9177029131628,186.75885995781329,186.7588632907021
calibration,896,3,2032202755,512,181,0.00019332871825038572,0.0005155783362082456,3.0287050123438245e-08,6.409153681474233e-09,0.21395725262202692,0.24574254704127182,133.35533693852062,1.6716871000826359,1,35.9152965542001,67.99127469154921,67.99127576746086,100.06725497165229,117.84172237063436,117.84172308909993,149.9177019523191,149.91770291316467,186.7588599578125,186.75886329069732
calibration,896,4,2032202756,128,170,0.0002692191629963258,0.000573792067941562,5.7989563929121664e-08,2.163997683691143e-08,0.21395724703095007,0.245742528150745,238.6962330683252,0.7826339999446645,1,35.915297774185575,67.99127604917734,67.99127923850595,100.06725463201859,117.84172285127228,117.84172579702846,149.91770382204626,149.91770706626178,186.7588612788853,186.75887378222237
calibration,896,4,2032202756,256,170,0.0002692192384630135,0.0005737920590254059,5.7989582887329895e-08,2.1640005463805856e-08,0.21395724703094743,0.24574252815074174,238.6962330683252,1.0486553000519052,1,35.91529777418554,67.99127604917797,67.99127923850587,100.0672546320182,117.8417228512717,117.84172579702741,149.9177038220448,149.91770706626463,186.75886127888765,186.758873782225
calibration,896,4,2032202756,512,170,0.0002692191963996164,0.0005737920653715589,5.798956336037542e-08,2.163997664732935e-08,0.21395724703095292,0.24574252815076375,238.6962330683252,1.6825259000761434,1,35.91529777418549,67.99127604917784,67.99127923850622,100.06725463201848,117.84172285127214,117.84172579702798,149.9177038220462,149.9177070662617,186.75886127888802,186.75887378222748
calibration,896,5,2032202757,128,182,0.00020334978202692525,0.000323237464950381,3.3421138829321286e-08,1.6734228594993816e-08,0.21395724861170037,0.24574253494467235,156.24860108563328,0.7798887999961153,1,35.91529317094197,67.99127387938422,67.99127446901387,100.06725311329717,117.84172183411724,117.84172261226276,149.917700874263,149.91770338302004,186.7588586141735,186.75885942181938
calibration,896,5,2032202757,256,182,0.00020334979130836673,0.0003232374928575513,3.342113408976923e-08,1.6734237694933768e-08,0.21395724861169335,0.2457425349446756,156.24860108563328,1.041978899971582,1,35.9152931709421,67.991273879384,67.9912744690136,100.06725311329606,117.84172183411637,117.84172261226173,149.91770087426093,149.91770338301933,186.75885861417328,186.7588594218202
calibration,896,5,2032202757,512,182,0.00020334978311885958,0.0003232374562845996,3.342113276269465e-08,1.6734229353322145e-08,0.21395724861169646,0.24574253494467937,156.24860108563328,1.6854880000464618,1,35.91529317094212,67.99127387938408,67.99127446901386,100.06725311329777,117.84172183411671,117.84172261226232,149.91770087426198,149.91770338301913,186.75885861417365,186.75885942181938
calibration,896,6,2032202758,128,185,0.00016090785274284477,0.0004797979735804766,2.1098610603096714e-08,7.998538007829275e-09,0.21395724572598665,0.24574253644389676,115.70902290335466,0.7582961999578401,1,35.9152959720222,67.9912738372849,67.9912748415952,100.06725245647718,117.8417220702392,117.84172250715187,149.91770033653256,149.91770153565497,186.7588569915687,186.75885773040352
calibration,896,6,2032202758,256,185,0.00016090779547495767,0.0004797979735818471,2.109858861157517e-08,7.998534026605548e-09,0.21395724572597374,0.24574253644392804,115.70902290335466,1.006449699983932,1,35.915295972022236,67.99127383728477,67.99127484159482,100.0672524564767,117.84172207023799,117.8417225071511,149.91770033652986,149.91770153565167,186.7588569915701,186.75885773039934
calibration,896,6,2032202758,512,185,0.00016090782100401828,0.0004797979787372676,2.1098596384440544e-08,7.998534405769712e-09,0.2139572457259783,0.24574253644391572,115.70902290335466,1.5360154999652877,1,35.91529597202235,67.99127383728474,67.99127484159465,100.0672524564765,117.84172207023867,117.84172250715153,149.91770033653097,149.91770153565284,186.75885699156942,186.75885773040193
calibration,896,7,2032202759,128,182,0.00018471401670279778,0.00043116568798661447,2.7761593080407044e-08,8.157894070833868e-09,0.21395725198478563,0.24574253209576535,122.50864091312329,0.7585981000447646,1,35.91529497069787,67.99127440013973,67.99127622258673,100.06725329263305,117.84172162923728,117.84172254385584,149.91770131154126,149.91770253455397,186.75885733860585,186.7588658330423
calibration,896,7,2032202759,256,182,0.00018471400949020137,0.00043116567083602324,2.7761577534676295e-08,8.15788345423726e-09,0.21395725198478743,0.2457425320957627,122.50864091312329,0.9817830000538379,1,35.91529497069776,67.9912744001391,67.99127622258723,100.06725329263323,117.84172162923676,117.84172254385483,149.91770131154053,149.91770253455164,186.75885733860312,186.75886583304293
calibration,896,7,2032202759,512,182,0.00018471400588390306,0.000431165631922313,2.7761574880527142e-08,8.157871510566076e-09,0.2139572519847896,0.24574253209577218,122.50864091312329,1.5481787000317127,1,35.91529497069759,67.99127440013865,67.99127622258608,100.06725329263342,117.84172162923724,117.8417225438559,149.91770131154192,149.91770253455124,186.75885733860414,186.75886583304057
calibration,896,8,2032202760,128,182,0.00021600419839370029,0.00046974097202651636,3.761388668044182e-08,1.2641666911918923e-08,0.21395725622257325,0.24574251182563261,95.34310631044586,0.716624699998647,1,35.91529559455395,67.99127386663065,67.99127424667563,100.06725419928016,117.84172258414621,117.84172271337275,149.91770211637754,149.91770401158715,186.75885577678739,186.75885898091167
calibration,896,8,2032202760,256,182,0.00021600420250555746,0.00046974096949072225,3.761387208262148e-08,1.2641647195382365e-08,0.21395725622258255,0.24574251182564627,95.34310631044586,1.022295100032352,1,35.91529559455387,67.9912738666305,67.99127424667542,100.06725419927723,117.8417225841454,117.84172271337212,149.9177021163783,149.91770401158496,186.75885577678724,186.75885898091204
calibration,896,8,2032202760,512,182,0.00021600421329918214,0.000469740976061144,3.761387852841228e-08,1.2641654968247738e-08,0.21395725622258416,0.24574251182563508,95.34310631044586,1.5537659999681637,1,35.91529559455395,67.99127386663108,67.99127424667553,100.0672541992787,117.84172258414578,117.84172271337168,149.9177021163781,149.91770401158593,186.75885577678653,186.75885898091204
calibration,896,9,2032202761,128,174,0.0002139178614362968,0.0005068206955972869,3.699526081895761e-08,1.6715612392840743e-08,0.2139572509990663,0.24574251942671596,59.746062645912446,0.7254895000951365,1,35.915296471350835,67.9912740671542,67.99127494550677,100.06725471024149,117.84172193477136,117.84172279296939,149.91770141287805,149.91770391884418,186.75885682358134,186.75885839723915
calibration,896,9,2032202761,256,174,0.0002139178489804162,0.0005068207155969878,3.6995246410719355e-08,1.6715599501259146e-08,0.21395725099907217,0.24574251942672923,59.746062645912446,1.0360959999961779,1,35.915296471351056,67.99127406715456,67.9912749455066,100.06725471024002,117.84172193477079,117.84172279296828,149.91770141287782,149.91770391884202,186.75885682358117,186.75885839724086
calibration,896,9,2032202761,512,174,0.00021391785936031676,0.0005068207005975388,3.6995250012778916e-08,1.6715609549109506e-08,0.21395725099906193,0.24574251942671918,59.746062645912446,1.6063994000433013,1,35.915296471350715,67.99127406715434,67.9912749455066,100.0672547102412,117.84172193477107,117.84172279296885,149.91770141287685,149.91770391884256,186.7588568235802,186.75885839724168
calibration,896,10,2032202762,128,185,0.00017506586659682644,0.0004626721859469959,2.4933629387761265e-08,7.846569010661321e-09,0.21395724537345648,0.2457425323269592,430.38810391144045,0.6983976999763399,1,35.91529533714031,67.99127353064624,67.99127435696683,100.06725436488827,117.84172249508768,117.84172315772241,149.9177009342526,149.91770211059216,186.7588569493041,186.75885787387628
calibration,896,10,2032202762,256,185,0.00017506586215760512,0.00046267217804814536,2.493363147316417e-08,7.846576973108778e-09,0.21395724537345412,0.24574253232696164,430.38810391144045,1.0098565000807866,1,35.91529533714024,67.99127353064594,67.99127435696663,100.06725436488829,117.84172249508639,117.84172315772189,149.9177009342517,149.91770211059247,186.75885694930477,186.75885787387685
calibration,896,10,2032202762,512,185,0.00017506587357274544,0.00046267218844513815,2.493364872513366e-08,7.846589864690373e-09,0.21395724537345895,0.24574253232694193,430.38810391144045,1.580731499940157,1,35.9152953371402,67.99127353064597,67.99127435696668,100.06725436488813,117.84172249508697,117.84172315772182,149.91770093425237,149.91770211059506,186.7588569493044,186.75885787387665
calibration,896,11,2032202763,128,174,0.00019867626910399314,0.0004615527925388794,3.1974787927849375e-08,1.530329356054375e-08,0.2139572470601334,0.24574251996504035,206.5982584988142,0.6990613000234589,1,35.91529561073055,67.99127287086307,67.9912738068281,100.06725294799536,117.84172161956064,117.841722842559,149.9177008719519,149.91770316618644,186.75885615162795,186.7588572834846
calibration,896,11,2032202763,256,174,0.00019867626407470232,0.00046155280959698494,3.197477465710361e-08,1.5303278583559247e-08,0.2139572470601372,0.2457425199650629,206.5982584988142,1.0077466999646276,1,35.91529561073179,67.99127287086347,67.99127380682812,100.06725294799918,117.84172161955989,117.84172284255868,149.91770087195215,149.91770316618445,186.75885615162935,186.75885728348675
calibration,896,11,2032202763,512,174,0.00019867624283991748,0.0004615527954763403,3.1974784894536055e-08,1.5303290906394596e-08,0.21395724706013491,0.24574251996504623,206.5982584988142,1.578858199995011,1,35.915295610731256,67.9912728708637,67.99127380682818,100.06725294799553,117.84172161956069,117.84172284255871,149.91770087195184,149.917703166186,186.75885615162838,186.75885728348624
calibration,896,12,2032202764,128,174,0.00021648419726562386,0.0005022423142499622,3.779116962514826e-08,5.419848211910364e-09,0.21395726125137837,0.24574252164827481,86.77646260506296,0.7211103000445291,1,35.91529642390435,67.99127449116762,67.99127755627704,100.06725650684322,117.84172287530062,117.84172306872215,149.91770322563383,149.917704038165,186.75885727595315,186.75886849331096
calibration,896,12,2032202764,256,174,0.00021648421521511152,0.0005022423299745903,3.779116905640201e-08,5.41985200355201e-09,0.21395726125137873,0.24574252164827823,86.77646260506296,1.004608599934727,1,35.91529642390417,67.99127449116776,67.99127755627549,100.067256506842,117.84172287529918,117.84172306872144,149.91770322563318,149.9177040381649,186.75885727595357,186.75886849330732
calibration,896,12,2032202764,512,174,0.0002164841536740048,0.0005022423079546685,3.779115502732792e-08,5.4198425244478956e-09,0.2139572612513797,0.24574252164829,86.77646260506296,1.5487283000256866,1,35.915296423903996,67.99127449116772,67.99127755627558,100.06725650683943,117.84172287529888,117.84172306872061,149.9177032256325,149.9177040381628,186.75885727595323,186.75886849330837
calibration,896,13,2032202765,128,173,0.00021201359919230349,0.0005130662083981081,3.62713427752053e-08,2.5141879048953993e-09,0.21395725765107623,0.2457425325840776,119.48020810230469,0.713856799993664,1,35.91529660792281,67.99127468186346,67.99127517979026,100.06725519146828,117.84172292600826,117.84172381623212,149.9177034333948,149.91770381031606,186.7588586875746,186.75886373151945
calibration,896,13,2032202765,256,173,0.0002120135819116378,0.0005130662025184547,3.6271332537772855e-08,2.514189800716222e-09,0.2139572576510692,0.24574253258408765,119.48020810230469,1.00525899999775,1,35.915296607923175,67.99127468186325,67.99127517979021,100.06725519146696,117.84172292600708,117.84172381623135,149.91770343339297,149.91770381031452,186.75885868757456,186.7588637315209
calibration,896,13,2032202765,512,173,0.00021201356829656686,0.0005130661713158217,3.6271327419056636e-08,2.514169515433417e-09,0.2139572576510858,0.24574253258410453,119.48020810230469,1.572655100026168,1,35.91529660792262,67.99127468186329,67.99127517978839,100.06725519146691,117.84172292600726,117.84172381623114,149.91770343339525,149.91770381031375,186.75885868757632,186.7588637315131
calibration,896,14,2032202766,128,169,0.00025663165269515606,0.0005159501919655498,5.2822835855223775e-08,1.2586461178300764e-08,0.21395726368743911,0.2457425346262814,129.84272697984,0.6946499000769109,1,35.915296380360225,67.99127666766535,67.99127918763084,100.06725469693623,117.84172251590117,117.84172388262421,149.9177044047445,149.9177062916778,186.75886147509883,186.75887315857346
calibration,896,14,2032202766,256,169,0.000256631662645265,0.0005159501887796304,5.2822819740746784e-08,1.2586504023851362e-08,0.2139572636873686,0.24574253462625353,129.84272697984,0.9646799999754876,1,35.91529638036014,67.99127666766749,67.99127918762682,100.06725469693608,117.84172251590023,117.84172388262594,149.91770440473567,149.9177062916754,186.75886147509223,186.75887315857543
calibration,896,14,2032202766,512,169,0.0002566316518299292,0.0005159502052258826,5.2822819172000536e-08,1.2586495682239741e-08,0.21395726368738935,0.24574253462621087,129.84272697984,1.6213862000731751,1,35.91529638036042,67.99127666766476,67.99127918762791,100.0672546969361,117.84172251590041,117.841723882624,149.91770440473684,149.9177062916753,186.75886147508575,186.75887315857352
calibration,896,15,2032202767,128,184,0.00019866277841174677,0.0005156469440721592,3.190425656828054e-08,1.9568920366158174e-08,0.21395723995889723,0.24574252489146783,151.2958713372393,0.6890956000424922,1,35.915296686424604,67.99127335955663,67.99127560488346,100.06725405149076,117.84172204096593,117.84172325709312,149.91770022188504,149.91770315561254,186.75885687961272,186.75886265064543
calibration,896,15,2032202767,256,184,0.00019866275382243191,0.0005156469596100263,3.190424481419144e-08,1.9568911455800307e-08,0.21395723995889668,0.24574252489148962,151.2958713372393,0.974815099965781,1,35.91529668642448,67.99127335955622,67.9912756048855,100.06725405149449,117.84172204096502,117.84172325709278,149.91770022188462,149.91770315561078,186.75885687961423,186.758862650656
calibration,896,15,2032202767,512,184,0.00019866277897059482,0.0005156469638115499,3.1904246899594344e-08,1.9568908801651154e-08,0.21395723995890303,0.24574252489147824,151.2958713372393,1.6412165999645367,1,35.91529668642491,67.99127335955642,67.99127560488515,100.06725405149271,117.84172204096589,117.84172325709254,149.91770022188533,149.9177031556111,186.75885687961284,186.75886265065128
calibration,896,16,2032202768,128,189,0.00018682107773734552,0.0005087144499783317,2.8341267976009097e-08,1.3150963440692556e-08,0.21395724407568456,0.2457425355802186,161.31220155400092,0.7230464000022039,1,35.91529648883809,67.99127330589089,67.99127518386568,100.06725319114389,117.84172256510045,117.84172306792412,149.91770064989532,149.9177026214575,186.7588579478906,186.75885947212873
calibration,896,16,2032202768,256,189,0.00018682106704047166,0.0005087144524806362,2.834125849690498e-08,1.3150962682364228e-08,0.2139572440756822,0.2457425355802338,161.31220155400092,0.9797269999980927,1,35.915296488838166,67.99127330589076,67.99127518386636,100.06725319114429,117.8417225650996,117.84172306792317,149.91770064989402,149.91770262145607,186.75885794789144,186.7588594721295
calibration,896,16,2032202768,512,189,0.00018682107298317944,0.0005087144522248992,2.834126323645704e-08,1.3150963251110474e-08,0.21395724407568106,0.24574253558022544,161.31220155400092,1.5549364000326023,1,35.91529648883821,67.99127330589073,67.99127518386571,100.06725319114413,117.84172256509987,117.84172306792397,149.91770064989464,149.91770262145678,186.7588579478909,186.75885947212822
calibration,896,17,2032202769,128,176,0.00024814816962402057,0.000540693268820533,4.959487406463553e-08,7.8821188739871e-09,0.21395726156187353,0.24574251714438183,81.83128295273391,0.7139348000055179,1,35.915296982366094,67.99127461509306,67.99127865918163,100.06725780684873,117.84172353434349,117.84172442261968,149.91770462608008,149.9177058077492,186.75885837032408,186.75887182227584
calibration,896,17,2032202769,256,176,0.0002481481615707616,0.0005406932502045829,4.959486913550139e-08,7.882065411839891e-09,0.21395726156193012,0.24574251714439432,81.83128295273391,0.9659436999354511,1,35.915296982366016,67.9912746150928,67.9912786591812,100.06725780684769,117.84172353434325,117.84172442261847,149.91770462608736,149.91770580774846,186.7588583703252,186.75887182227436
calibration,896,17,2032202769,512,176,0.00024814815307009903,0.0005406932625486461,4.9594892643679594e-08,7.882077924257324e-09,0.21395726156194045,0.24574251714437897,81.83128295273391,1.5492503000423312,1,35.91529698236654,67.99127461509374,67.99127865918119,100.0672578068495,117.84172353434421,117.84172442261857,149.917704626089,149.917705807752,186.75885837032644,186.75887182227805
calibration,896,18,2032202770,128,183,0.00017292290430612233,0.0005191947108399097,2.4295560746245172e-08,7.29028001282081e-09,0.21395724810908176,0.24574254080593744,63.51978579039097,0.7160193999297917,1,35.91529680303454,67.9912743563157,67.99127450973226,100.06725447480778,117.8417226592875,117.84172273534355,149.91770092199238,149.91770201493438,186.7588581247952,186.7588593191854
calibration,896,18,2032202770,256,183,0.00017292289724375336,0.0005191947033369508,2.4295555817111034e-08,7.290282287805798e-09,0.21395724810908157,0.24574254080595392,63.51978579039097,1.013382500037551,1,35.91529680303434,67.99127435631635,67.99127450973108,100.06725447480862,117.84172265928625,117.8417227353425,149.9177009219913,149.91770201493364,186.75885812479694,186.75885931918697
calibration,896,18,2032202770,512,183,0.00017292289981188757,0.0005191947050114818,2.4295554679618538e-08,7.290275842014999e-09,0.21395724810908337,0.2457425408059382,63.51978579039097,1.5530756000662223,1,35.91529680303434,67.99127435631547,67.99127450973211,100.06725447480733,117.84172265928653,117.84172273534303,149.9177009219921,149.91770201493347,186.75885812479441,186.7588593191852
calibration,896,19,2032202771,128,180,0.000163172221420933,0.0004398030022811704,2.171524566313474e-08,2.7745206932288007e-09,0.21395724946190983,0.24574253770874102,73.61779254984029,0.7230941000161693,1,35.915295197113586,67.9912743085529,67.99127518024767,100.06725273295862,117.84172249904984,117.84172282268803,149.91770121214972,149.91770162809948,186.75885727363575,186.75885943021484
calibration,896,19,2032202771,256,180,0.0001631722105345402,0.00043980298420386266,2.171523637361271e-08,2.7745280869300105e-09,0.21395724946189998,0.24574253770875162,73.61779254984029,0.9940609000623226,1,35.91529519711297,67.99127430855265,67.99127518024723,100.06725273295838,117.84172249904863,117.841722822687,149.91770121214722,149.9177016280981,186.75885727363595,186.7588594302156
calibration,896,19,2032202771,512,180,0.00016317221597773667,0.00043980300122798267,2.171524566313474e-08,2.7745244848704466e-09,0.21395724946190783,0.2457425377087376,73.61779254984029,1.5340074999257922,1,35.91529519711332,67.99127430855299,67.99127518024746,100.06725273295828,117.84172249904931,117.84172282268776,149.91770121214915,149.91770162809948,186.75885727363524,186.75885943021495
validation,128,0,2031097536,128,92,0.0005979200112231289,0.0014960122528003175,2.728766873863166e-07,2.8399642005386578e-08,0.2139570791162308,0.24574278692303086,46.86651379767281,0.033550500054843724,1,35.91533464594821,67.99129831257416,67.99134153083746,100.06730151755161,117.84177560886911,117.84178217240621,149.91773502403578,149.91773928164474,186.75893228881375,186.75895227907452
validation,128,0,2031097536,256,92,0.0005979200212498952,0.001496012233327946,2.728768621809965e-07,2.8399603709805952e-08,0.2139570791163211,0.24574278692286156,46.86651379767281,0.05387289996724576,1,35.91533464594859,67.99129831263187,67.99134153091754,100.06730151756774,117.84177560870371,117.84178217242462,149.91773502406772,149.91773928167095,186.75893228881458,186.75895227943678
