group,N,sample,seed,order_per_subinterval,rank,h1_gap,eta_f_h1,cluster_relative_error,splitting_relative_error,lower_external_gap_relative,upper_external_gap_relative,maximum_coordinate_frequency,measurement_and_solve_seconds,index_success,lambda_1,lambda_2,lambda_3,lambda_4,lambda_5,lambda_6,lambda_7,lambda_8,lambda_9,lambda_10
calibration,128,7,2032097543,128,96,0.0006338371749856273,0.0012861617146762046,3.0644519841605644e-07,5.936955389767108e-08,0.2139571081798101,0.24574272078999665,71.79591199881314,0.030040900106541812,1,35.915323127369305,67.99129870059109,67.99131725974465,100.06729336316629,117.84175662684868,117.8417782048373,149.91773541361178,149.91774431415865,186.7589274068154,186.75895438643897
calibration,128,7,2032097543,256,96,0.0006338372024855939,0.0012861617183522096,3.064451474184763e-07,5.936956375593936e-08,0.21395710818012945,0.2457427207920665,71.79591199881314,0.0414761999854818,1,35.91532312737449,67.9912987005938,67.99131725976765,100.06729336316945,117.84175662688948,117.8417782047803,149.91773541360266,149.917744314151,186.75892740711805,186.75895438660507
calibration,128,7,2032097543,512,96,0.0006338371441576379,0.0012861615606283778,3.064451341477305e-07,5.936972262572433e-08,0.21395710817926022,0.24574272079148374,71.79591199881314,0.08635330002289265,1,35.91532312736224,67.9912987005793,67.99131725977101,100.06729336312127,117.84175662692334,117.8417782048848,149.91773541357685,149.91774431414902,186.7589274070287,186.7589543867024
calibration,128,8,2032097544,128,94,0.0007255184933152167,0.0014662175546299129,4.001037742180366e-07,1.0281122715431851e-07,0.21395721728586395,0.24574276417657506,135.8236388728098,0.027789999963715672,1,35.91533127562404,67.99130681908468,67.9913217396271,100.06730074655499,117.84176336493299,117.84176937631128,149.91774294201423,149.91775835523677,186.75894795230948,186.75898208306052
calibration,128,8,2032097544,256,94,0.0007255182521481349,0.0014662182939537787,4.001048294319067e-07,1.0281203344691451e-07,0.21395721728801637,0.24574276418111157,135.8236388728098,0.046432700008153915,1,35.91533127565649,67.99130681911888,67.99132173994577,100.06730074650322,117.84176336480193,117.84176937602591,149.91774294205155,149.91775835539497,186.75894795314778,186.75898208306447
calibration,128,8,2032097544,512,94,0.0007255175381339573,0.0014662182546821088,4.0010551060032837e-07,1.0281248522101662e-07,0.2139572172858535,0.24574276417656768,135.8236388728098,0.08770829997956753,1,35.91533127566524,67.99130681911775,67.9913217394632,100.0673007465831,117.84176336482179,117.84176937638455,149.91774294208594,149.91775835549709,186.7589479525687,186.7589820828271
calibration,128,9,2032097545,128,90,0.0006787476888995489,0.001044298761570155,3.506937100755209e-07,1.9138364859445093e-08,0.21395721448939145,0.24574277841362716,73.98177569875774,0.029583700001239777,1,35.915303222344725,67.9912899821966,67.99131672900559,100.06728248391939,117.84175481964701,117.84177493215184,149.91774807861407,149.91775094779368,186.75894267925247,186.75899088116066
calibration,128,9,2032097545,256,90,0.0006787475609883233,0.0010442982658397393,3.506935701639442e-07,1.913763269344327e-08,0.21395721449237148,0.2457427784125621,73.98177569875774,0.041817500023171306,1,35.91530322238865,67.99128998220596,67.99131672905865,100.06728248407394,117.84175481973817,117.84177493179386,149.91774807870286,149.9177509477727,186.75894267907182,186.7589908810913
calibration,128,9,2032097545,512,90,0.0006787476723790467,0.0010442991560036569,3.50693853020411e-07,1.9138309880641228e-08,0.21395721448870875,0.24574277841672662,73.98177569875774,0.08637850009836257,1,35.91530322235529,67.99128998221171,67.99131672908153,100.06728248396094,117.84175481972684,117.84177493228385,149.91774807864374,149.9177509478151,186.75894267973857,186.75899088046236
calibration,128,10,2032097546,128,96,0.0005842912955917271,0.0011691531681207606,2.6394082011176973e-07,3.0502364181763544e-08,0.21395697977784273,0.24574283386463316,53.960499895282716,0.03175100008957088,1,35.91531285562872,67.9912935117948,67.99131339014671,100.06729197107013,117.8417615750305,117.84179541010879,149.91773336915585,149.9177379420001,186.75893798654607,186.75896173411547
calibration,128,10,2032097546,256,96,0.0005842919279510065,0.0011691526334565642,2.6394145691798414e-07,3.0503296546444274e-08,0.2139569797782616,0.24574283386409398,53.960499895282716,0.042187999933958054,1,35.91531285562925,67.99129351177166,67.99131339008265,100.06729197089399,117.84176157501037,117.84179541000168,149.91773336911155,149.91773794209556,186.7589379865607,186.7589617346074
calibration,128,10,2032097546,512,96,0.0005842915593281924,0.0011691528680417623,2.639430048556861e-07,3.0505045061989284e-08,0.21395697977670808,0.2457428338639082,53.960499895282716,0.08379109995439649,1,35.91531285565537,67.99129351176363,67.9913133902067,100.06729197088589,117.84176157499095,117.84179541020451,149.91773336908147,149.91773794232762,186.75893798676492,186.75896173477452
calibration,128,11,2032097547,128,88,0.0006574443775996254,0.001406503266010013,3.286911565583092e-07,1.2414951519871837e-07,0.2139570087513565,0.24574277233587621,38.93870299341969,0.02965010004118085,1,35.91532756717722,67.99130227565597,67.99133508598581,100.06729542358032,117.84177904176289,117.84178673432235,149.91772903701192,149.9177476492215,186.75893846951786,186.75912214188247
calibration,128,11,2032097547,256,88,0.0006574443890827512,0.0014065030582537238,3.2869102650500076e-07,1.2415113991716366e-07,0.21395700874985654,0.24574277233543432,38.93870299341969,0.03700609994120896,1,35.915327567134206,67.9913022755943,67.99133508564353,100.06729542352578,117.84177904162996,117.84178673428416,149.91772903674885,149.917747649202,186.7589384694321,186.75912214759535
calibration,128,11,2032097547,512,88,0.0006574443134292128,0.0014065033724265552,3.286906403262991e-07,1.2415063581840684e-07,0.2139570087499539,0.24574277233501382,38.93870299341969,0.08060250000562519,1,35.91532756714544,67.9913022754709,67.99133508551114,100.06729542349386,117.84177904144703,117.84178673428724,149.91772903676653,149.9177476491441,186.75893846931118,186.75912213784713
calibration,128,12,2032097548,128,88,0.0007728356920440549,0.0013411434063028424,4.542946360853424e-07,1.2891653826857303e-07,0.2139570651064812,0.24574277751484125,69.88776874583955,0.026854499941691756,1,35.91532074899534,67.99130529543002,67.9913480833613,100.06730371740551,117.8417893662591,117.8417964012152,149.91774715253536,149.91776647940605,186.75895807612093,186.75899501230157
calibration,128,12,2032097548,256,88,0.0007728365258216645,0.0013411432122761636,4.542982184283695e-07,1.2891989311310132e-07,0.21395706510569926,0.24574277751116524,69.88776874583955,0.0391871000174433,1,35.915320748995704,67.99130529544415,67.99134808336824,100.06730371745508,117.8417893661961,117.84179640136654,149.91774715256946,149.9177664799431,186.7589580761069,186.75899501267978
calibration,128,12,2032097548,512,88,0.0007728358023716745,0.00134114316201079,4.5429686822477936e-07,1.289185741905548e-07,0.21395706510630744,0.2457427775154828,69.88776874583955,0.077715800027363,1,35.91532074901075,67.99130529547546,67.9913480833275,100.06730371744764,117.84178936626778,117.84179640127067,149.91774715256477,149.9177664797407,186.75895807655175,186.75899501244552
