carrier_family,variant,anchor_degree,N,trials,q,atom_prob,tail_prob,carrier_width,rel_error_median,rel_error_q90,rel_error_min,rel_error_max
harmonic4,broad_carrier,0,768,2,3.4,0.02,0.25,2.5,0.0013005450062976813,0.0013287109258026913,0.0012653376069164184,0.001335752405678944
harmonic4,broad_carrier,1,768,2,3.4,0.02,0.25,2.5,0.0013951752304696224,0.0013996972077519767,0.0013895227588666792,0.0014008277020725653
harmonic4,broad_carrier,2,768,2,3.4,0.02,0.25,2.5,0.001378969072477894,0.0013954543812339727,0.0013583624365327955,0.0013995757084229925
operator_direct,broad_carrier,0,768,2,3.4,0.02,0.25,2.5,0.028670179074627822,0.02880527622116388,0.028501307641457748,0.028839050507797896
operator_direct,broad_carrier,1,768,2,3.4,0.02,0.25,2.5,0.029025437826191193,0.029254920965116366,0.028738583902534733,0.029312291749847657
operator_direct,broad_carrier,2,768,2,3.4,0.02,0.25,2.5,0.02831909214347351,0.028384959846990028,0.028236757514077865,0.028401426772869158
operator_mixed,broad_carrier,0,768,2,3.4,0.02,0.25,2.5,0.009223635368166873,0.009314329013771576,0.009110268311160998,0.00933700242517275
operator_mixed,broad_carrier,1,768,2,3.4,0.02,0.25,2.5,0.00920064209392834,0.009246508623159256,0.009143308932389693,0.009257975255466984
operator_mixed,broad_carrier,2,768,2,3.4,0.02,0.25,2.5,0.009071017276166942,0.009074275336209402,0.009066944701113869,0.009075089851220016
