N,sample,seed,order_per_subinterval,rank,h1_gap,eta_f_h1,cluster_relative_error,splitting_relative_error,lower_external_gap_relative,upper_external_gap_relative,maximum_coordinate_frequency,measurement_and_solve_seconds,index_success,lambda_1,lambda_2,lambda_3,lambda_4,lambda_5,lambda_6,lambda_7,lambda_8,lambda_9,lambda_10
128,10,2031097546,512,93,0.0007128789978504,0.0014711495520914,3.8558344119704483e-07,1.2383634285073596e-07,0.2139571676765919,0.2457427752816189,101.41516053684742,0.0834703000728041,1,35.91532986513644,67.99129169730564,67.99132220335176,100.06728313506292,117.84175648637024,117.84177148472727,149.91773761312237,149.91775617838186,186.7589474402972,186.75916351566212
128,11,2031097547,512,90,0.0006465010551223,0.0014552050174354,3.186187137985223e-07,4.742366744643227e-08,0.2139571180639187,0.24574278049261,36.96399022414497,0.0829354999586939,1,35.91532897584725,67.9913004636911,67.99131446191963,100.06729576015876,117.84176387739282,117.8417803389597,149.917739029537,149.91774613918406,186.7589381823192,186.75896224987747
128,12,2031097548,512,91,0.0006057563946227,0.0014137582525545,2.818599590917952e-07,1.7004180399018718e-08,0.2139570736274474,0.2457429315786829,73.24332608047952,0.0836612000130117,1,35.91532958313487,67.99129206793364,67.9913091090538,100.06729177863654,117.84177601051324,117.84178605040478,149.91773807916857,149.91774062839616,186.7589553220076,186.75903558583363
128,13,2031097549,512,93,0.0006272578632206,0.0011203934836182,2.994260947179301e-07,5.054709197060413e-08,0.2139571358443518,0.2457428243354674,138.18312822757332,0.0807605000445619,1,35.91531282104363,67.99129097206213,67.99131684781445,100.06729152369896,117.84175654144772,117.8417743277882,149.9177356839671,149.91774326187078,186.75894187782615,186.75897253731637
128,14,2031097550,512,84,0.0006794828110385,0.0011344285137645,3.526424260056736e-07,8.156710320312016e-08,0.2139570325228138,0.2457430659365581,32.90232534004608,0.094377200002782,1,35.91531197611287,67.99129356641957,67.99130613648613,100.06730370794956,117.84178630992548,117.84179314513658,149.9177390115883,149.91775123994069,186.75898607617552,186.7590043362681
128,15,2031097551,512,88,0.000787965892588,0.0015995305947217,4.702205084833683e-07,1.62835823925244e-07,0.2139569721390644,0.2457427551677877,70.07970430134215,0.091914499993436,1,35.915333906614045,67.99131326291185,67.9913229161042,100.06730210112408,117.84176110987252,117.84180764114524,149.91774445500425,149.9177688669762,186.75895711347223,186.7592301690568
128,16,2031097552,512,90,0.0007985636097682,0.0017824297596313,4.763171385667458e-07,1.631987139847263e-07,0.2139569734824145,0.245742785064511,67.46779755201774,0.0807327999500557,1,35.91535113217967,67.99131631791909,67.99134623392838,100.0672987204799,117.84178180373034,117.8418082993424,149.91774531459336,149.91776978096894,186.7589625095129,186.75899941885373
128,17,2031097553,512,97,0.0006489921801255,0.0013470895330879,3.216538872946394e-07,7.96274430402925e-08,0.2139571840637887,0.2457428095122397,54.22399655130196,0.0797690999461337,1,35.91532753914652,67.99131021448454,67.99131669533885,100.06728560676804,117.84174593852116,117.8417660715214,149.9177346566473,149.91774659421029,186.7589429879015,186.75897547416287
128,18,2031097554,512,83,0.0008294927188718,0.0018935953739185,5.21783791316955e-07,1.8526685399205437e-07,0.2139570767521242,0.2457429092359675,55.64874372593227,0.08514149999246,1,35.915362676019456,67.99131145656962,67.99136496981426,100.06729840589976,117.84176901405786,117.8417963252364,149.91774882244454,149.91777659722487,186.75898794126783,186.7591092590335
128,19,2031097555,512,94,0.0006629771586343,0.0012513405057682,3.349759866706021e-07,1.4656656339737738e-07,0.2139569659399316,0.2457427455772718,60.92691165615807,0.081788600073196,1,35.915315912057395,67.99129913080388,67.99132098356726,100.06729568063206,117.84174315398764,117.84179073400765,149.91772661850692,149.91774859142876,186.75893540013675,186.75896809098808
128,20,2031097556,512,92,0.0006506745783497,0.0012161277195227,3.2414903148978614e-07,3.3120491790351953e-08,0.2139571754969043,0.2457428011020261,58.30141176864855,0.0767610999755561,1,35.91531610369936,67.99130178410338,67.9913112144941,100.0672843541749,117.84174385251116,117.84177470213037,149.91774200292866,149.91774696827656,186.7589421011279,186.75895565793363
128,21,2031097557,512,102,0.0005554062746973,0.0012777728452593,2.3783801432473278e-07,1.8961170070406922e-08,0.2139571765347422,0.2457426483144349,63.27394566286951,0.0786830000579357,1,35.91532083563767,67.99128891467151,67.99129751316471,100.06727796793432,117.8417368520594,117.84176372972397,149.91773118611255,149.91773402872752,186.75890625601485,186.7589657287374
128,22,2031097558,512,87,0.0006497634505762,0.0017086001589982,3.239219694089852e-07,5.358254566903888e-08,0.2139569109971088,0.2457431496601901,74.2261615783854,0.0780968000181019,1,35.915346714898014,67.99131409437003,67.99133455832808,100.0673052770302,117.84175728711098,117.84181125366626,149.91773890126402,149.91774693423594,186.75899432212495,186.75910409759268
128,23,2031097559,512,93,0.0008414935435655,0.0013453475588099,5.312211636758573e-07,2.810898838776306e-07,0.2139571029003788,0.2457426181921818,119.75053677282692,0.0801924000261351,1,35.91531246347521,67.99130687393082,67.99132865897894,100.06728239156992,117.84177410680682,117.8417794544113,149.9177358717056,149.917778012054,186.7589457234825,186.75904969077865
128,24,2031097560,512,89,0.0006856216772893,0.0015739346924869,3.583842291451108e-07,5.499077919704449e-08,0.2139569330986452,0.2457427707393683,50.17676557549988,0.0814960000570863,1,35.91533128807795,67.99130197673432,67.99133218500826,100.06729289386844,117.84175975089404,117.84181289563833,149.91774385664755,149.9177521007386,186.75894268169017,186.75898423291068
128,25,2031097561,512,89,0.0005806073524974,0.0014577798160561,2.563931970200533e-07,5.143816738004748e-08,0.213957072794881,0.2457431088041603,33.99489860905964,0.0804536000359803,1,35.91533246659413,67.99130855260296,67.99131354707922,100.06728685375708,117.8417511453122,117.8417771950388,149.91772909898614,149.9177368104778,186.7589780733249,186.7589969819487
128,26,2031097562,512,92,0.0006037426638322,0.0012091098104847,2.792269707125219e-07,3.1787006306589585e-08,0.2139571032081104,0.2457428119597735,38.013711677392905,0.0788154000183567,1,35.91531537228784,67.9912996005027,67.99130756894522,100.06729479170912,117.84176265589538,117.84177900480108,149.91773546822978,149.9177402336646,186.75893699428445,186.75895623725668
