variant,anchor_degree,N,trial,seed,q,atom_prob,tail_prob,carrier_width,anchors,rank,lambda,time_s,rel_error
broad_carrier,0,768,0,2033148200,3.4,0.02,0.25,2.5,0,611.0,700.4613727555177,16.29211270000087,0.001431740658128605
broad_carrier,0,768,1,2033148201,3.4,0.02,0.25,2.5,0,620.0,700.4059995875152,15.845424900006037,0.0013525750536066631
broad_carrier,0,768,2,2033148202,3.4,0.02,0.25,2.5,0,610.0,700.4185598409761,17.74547399999574,0.0013705321272949789
broad_carrier,0,1280,0,2033199400,3.4,0.02,0.25,2.5,0,948.0,700.1361677978039,34.13207930000499,0.0009668034331209454
broad_carrier,0,1280,1,2033199401,3.4,0.02,0.25,2.5,0,947.0,700.1169952991518,33.95826109999325,0.0009393930013045485
broad_carrier,0,1280,2,2033199402,3.4,0.02,0.25,2.5,0,959.0,700.1366429466141,34.67884619999677,0.0009674827412435454
