kind,mode,epoch,seconds,learning_rate,paper_budget_reached,eps1_train,lambda_ref,lambda_eps,lambda_domain,lambda_stabilized,relerr_eps,relerr_domain,relerr_stabilized,stationarity_rel,admissible,loss,a_eps,domain_energy,mass,boundary_integral,orth_penalty,rayleigh_eps,rayleigh_domain,norm
square,1,14000,233.55183209999814,0.001,0,2000.0,151.00174063238603,154.57496134230678,145.05264106860042,161.4082973670957,0.023663440533574765,0.039397556206114875,0.06891679984037045,0.04420726335914449,1,71.3257996229664,129.6252800164604,121.63994124511717,0.8385917026329043,0.003992669385671616,0.0,154.57496134230678,145.05264106860042,0.9157465275025094
square,1,15000,248.55807569998433,0.001,0,2000.0,151.00174063238603,155.04324891414836,145.2231931435899,37.225879764556716,0.026764646982456917,0.038268085285612825,0.7534738367342191,0.7599000277324575,1,74.98225531694332,149.27162757176404,139.81713201660162,0.9627741202354433,0.004727247777581216,0.0,155.04324891414836,145.2231931435899,0.9812105381799786
square,1,16000,263.6761918999837,0.001,0,2000.0,151.00174063238603,151.94670085210015,146.65175090659187,218.03163307189942,0.006257942562494204,0.028807546903609652,0.443901455432211,0.43492179724339086,1,71.29320501771454,118.81751352542939,114.67703016357424,0.7819683669281006,0.0020702416809275743,0.0,151.94670085210015,146.65175090659187,0.8842897528118827
square,1,17000,278.92908939998597,0.001,0,2000.0,151.00174063238603,151.75499260866457,142.46921869294388,5.839698390960546,0.0049883661812371236,0.056506116444144744,0.9613269465205881,0.9615189043169107,1,75.44292013057812,150.86878922250753,141.6372414257813,0.9941603016090395,0.004615773898363114,0.0,151.75499260866457,142.46921869294388,0.9970758755526279
square,1,18000,293.8274082999851,0.001,0,2000.0,151.00174063238603,151.99988027492287,145.78913206622371,233.67864278793306,0.006610120110911927,0.0345201886040004,0.5475228418513669,0.5373607029510644,1,71.8918042979779,116.48075454835059,111.72132555175783,0.766321357212067,0.00237971449829638,0.0,151.99988027492287,145.78913206622371,0.8753978279685568
square,1,19000,308.99397309997585,0.001,0,2000.0,151.00174063238603,151.48859338282392,143.88859603775043,96.96449693679787,0.003224153234253995,0.047106374832807794,0.3578584158651648,0.35992212501596904,1,70.75031748344921,136.79957813379528,129.93651070800783,0.9030355030632021,0.0034315337128937246,0.0,151.48859338282392,143.88859603775043,0.9502818019215153
square,1,20000,323.8830002999748,0.001,0,2000.0,151.00174063238603,150.86993406946937,142.60883770146012,149.92021316528326,0.0008728810831230658,0.055581497907090015,0.0071623509939249905,0.006294964666378134,1,69.74475827565215,128.2514813935423,121.22889035400392,0.8500797868347167,0.0035112955197691914,0.0,150.86993406946937,142.60883770146012,0.9219977152003777
square,1,21000,338.9928875999758,0.001,0,2000.0,151.00174063238603,152.33420012862672,142.54243269163325,-24.702158432006847,0.008824133355419806,0.05602126111477733,1.163588567446678,1.1621576665722408,1,78.20114099520855,156.0971836748171,146.06353844726564,1.0247021584320068,0.0050168226137757305,0.0,152.33420012862672,142.54243269163325,1.0122757324128673
square,1,22000,353.9655966999999,0.001,0,2000.0,151.00174063238603,151.47350200741923,144.63181919151057,158.8916729354858,0.003124211502844197,0.04218442392914557,0.052250604993407376,0.048973390261375316,1,70.0144528660912,127.40562386806371,121.65102748046877,0.8411083270645142,0.002877298193797469,0.0,151.47350200741923,144.63181919151057,0.9171195816601639
square,1,23000,368.97870589999366,0.001,0,2000.0,151.00174063238603,150.00459590261457,144.635193221597,120.99322214126573,0.006603531360602085,0.042162079616607825,0.19872961970800113,0.19340323265950793,1,69.58736820521078,131.85505650835873,127.13531515869143,0.8790067778587343,0.0023598706748336556,0.0,150.00459590261457,144.635193221597,0.9375536133249843
square,1,24000,384.04192029999103,0.001,0,2000.0,151.00174063238603,150.3341434599573,145.28136561383243,180.67383653640746,0.004421122363443534,0.03788284157915675,0.19650168123729245,0.20181505264325664,1,69.74710730151219,123.17269699863213,119.03282391113284,0.8193261634635925,0.0020699365437496452,0.0,150.3341434599573,145.28136561383243,0.9051663733610482
square,1,25000,399.44598039999255,0.001,0,2000.0,151.00174063238603,149.34459550692614,143.29551644561934,164.84316703796364,0.010974344524241038,0.05103400897561509,0.09166401888885892,0.10377725071623849,1,69.1563971315569,124.7261594035608,119.67422969238285,0.8351568329620364,0.002525964855588973,0.0,149.34459550692614,143.29551644561934,0.9138691552744498
square,1,26000,414.40279999998165,0.001,0,2000.0,151.00174063238603,150.04093312285352,145.51483395848447,213.26002159118661,0.006362890291917907,0.036336711424138086,0.4123017436624685,0.4213456098448102,1,70.39155944502434,118.04320048551199,114.48233732666013,0.7867399784088134,0.0017804315794259311,0.0,150.04093312285352,145.51483395848447,0.8869836404403485
square,1,27000,429.7051292999822,0.001,0,2000.0,151.00174063238603,149.30004505692324,142.06671657452318,106.5996336364744,0.011269377216025432,0.059171662660599235,0.29405029908899283,0.28600400893495087,1,69.5332279488307,133.3847149519461,126.92245663574217,0.8934003663635256,0.003231129158101976,0.0,149.30004505692324,142.06671657452318,0.9451985856757963
square,1,28000,446.0930651999952,0.001,0,2000.0,151.00174063238603,150.89648286289744,140.00706600096737,-135.87274017333993,0.0006970632858123042,0.07281157545186988,1.8998090989170935,1.900436760323911,0,90.31495111655235,171.39920147199874,159.03020970214848,1.13587274017334,0.006184495884925128,0.0,150.89648286289744,140.00706600096737,1.0657733061835148
square,1,29000,463.4858830999874,0.001,0,2000.0,151.00174063238603,150.676525443757,144.2771801458198,302.42494089126603,0.0021537181443542545,0.04453299980784441,1.0027910911803328,1.00711384869405,1,75.41930428963516,105.10818614272743,100.64416246826171,0.697575059108734,0.002232011837232858,0.0,150.676525443757,144.2771801458198,0.8352095899286203
square,1,30000,480.65168569999514,0.001,0,2000.0,151.00174063238603,150.39346196552003,143.83002114373443,54.01261167526239,0.004028289106592847,0.04749428356664554,0.6423047082168664,0.6408579803313152,1,71.8644997079347,142.27031830587805,136.06138606445313,0.9459873883247376,0.0031044661207124593,0.0,150.39346196552003,143.83002114373443,0.9726188299250317
square,1,31000,496.02328939997824,0.001,0,2000.0,151.00174063238603,148.8191224273075,144.59591245852718,155.49280416488654,0.014454258579655236,0.04242221412171565,0.029741799754706175,0.04484424870089451,1,68.88391292062889,125.67881976772789,122.11228855957035,0.8445071958351135,0.0017832656040787697,0.0,148.8191224273075,144.59591245852718,0.918970726321091
square,1,32000,509.7443664999737,0.001,0,2000.0,151.00174063238603,152.51091341679907,140.74693829818602,-26.64829713821426,0.009994406541889623,0.06791181539532938,1.1764767546825146,1.1747304277523194,1,78.46506771226683,156.5750695543504,144.49760453125,1.0266482971382143,0.006038732511550189,0.0,152.51091341679907,140.74693829818602,1.0132365455007109
square,1,33000,523.5070711999724,0.001,0,2000.0,151.00174063238603,152.54824525605113,142.14854576064613,20.317619686126665,0.010241634415526828,0.05862975376749476,0.865447778277007,0.8668118426926269,1,74.82761543000389,149.44882802515272,139.26042566894535,0.9796823803138733,0.005094201178103687,0.0,152.54824525605113,142.14854576064613,0.9897890584937142
square,1,34000,537.1108975999814,0.001,0,2000.0,151.00174063238603,149.35672252736794,144.0116165743978,80.80098659515367,0.010894034056354985,0.04629167868339805,0.4649002967994667,0.459006697335985,1,70.27647585495656,137.288551992538,132.37533587402348,0.9191990134048463,0.002456608059257269,0.0,149.35672252736794,144.0116165743978,0.9587486706143828
square,1,35000,550.8892004999798,0.001,0,2000.0,151.00174063238603,148.70881359942908,143.36374640192918,151.58559404373173,0.0151847721976867,0.050582160168945095,0.003866534312124866,0.019345056790323945,1,68.8278979556083,126.16669975042106,121.63186773925783,0.8484144059562683,0.002267416005581617,0.0,148.70881359942908,143.36374640192918,0.9210941352306333
square,1,36000,564.6606601999956,0.001,0,2000.0,151.00174063238603,152.7086972699828,142.2150020700805,216.526111679077,0.011304218285485527,0.058189650831223676,0.433931230012839,0.41790294560805263,1,71.54252767498309,119.64327683053614,111.42174064941408,0.783473888320923,0.004110768090561033,0.0,152.7086972699828,142.2150020700805,0.885140603701425
square,1,37000,578.4507522999775,0.001,0,2000.0,151.00174063238603,149.6443097004916,144.6756547051676,183.9679779815674,0.008989505195169301,0.041894125860570675,0.21831693602418614,0.22936834918597013,1,69.51832854487897,122.11454862844471,118.05996704589847,0.8160320220184326,0.0020272907912731166,0.0,149.6443097004916,144.6756547051676,0.9033449075621297
square,1,38000,592.1252937999961,0.001,0,2000.0,151.00174063238603,148.92092537504314,144.05003739963152,197.14771387100228,0.013780074644362142,0.0460372390652002,0.305598949027738,0.32384158488476067,1,69.49755796604028,119.56150538979925,115.65090184326179,0.8028522861289977,0.0019553017732687294,0.0,148.92092537504314,144.05003739963152,0.8960202487271132
square,1,39000,605.8675718999875,0.001,0,2000.0,151.00174063238603,149.04814083501313,142.69091385172675,74.84392343521095,0.012937597866033506,0.05503795350870825,0.5043505914450443,0.4978540287996048,1,70.34679981589235,137.89279319419686,132.01136602050784,0.925156076564789,0.002940713586844505,0.0,149.04814083501313,142.69091385172675,0.961850340003469
square,1,40000,619.7069623999996,0.001,0,2000.0,151.00174063238603,148.805529567808,143.775767187397,187.8721868515012,0.014544276479068556,0.047853577149025495,0.24417232585998014,0.2625349837278138,1,69.24854430424544,120.8491093123082,116.76429938964843,0.8121278131484988,0.0020424049613298845,0.0,148.805529567808,143.775767187397,0.9011813430983238
square,1,41000,633.6751655999979,0.001,0,2000.0,151.00174063238603,149.4893903019201,143.0418446372005,36.60207727432241,0.010015449650661578,0.05271393536160552,0.7576049314330077,0.7551526753811887,1,72.34381205839782,144.0177680863979,137.80621598632808,0.9633979227256776,0.003105776050034911,0.0,149.4893903019201,143.0418446372005,0.981528360632375
square,1,42000,647.534989399981,0.001,0,2000.0,151.00174063238603,149.08734295927215,146.12092449005164,322.19915294647205,0.012677984141748975,0.032322913112748486,1.1337446283540955,1.1611435722916519,1,76.47883721123327,101.05152734275448,99.04088639160159,0.6778008470535279,0.0010053204755764453,0.0,149.08734295927215,146.12092449005164,0.8232866129444398
square,1,43000,661.423493099981,0.001,0,2000.0,151.00174063238603,149.52343636238294,144.80584863391138,236.90909626007027,0.009789981650622342,0.04103192435084943,0.5689163268443761,0.5844278463872423,1,71.08146706472616,114.09997418407067,110.50002590087891,0.7630909037399297,0.0017999741415958852,0.0,149.52343636238294,144.80584863391138,0.8735507447995965
square,1,44000,675.1626248999964,0.001,0,2000.0,151.00174063238603,148.66910308417087,145.05446586485294,203.8955089378357,0.015447752710970201,0.03938547160202436,0.35028581845436885,0.3714719784271363,1,69.5714149650009,118.35614064749228,115.47851172363283,0.7961044910621643,0.0014388144619297237,0.0,148.66910308417087,145.05446586485294,0.8922468778663024
square,1,45000,691.16085689998,0.001,0,2000.0,151.00174063238603,149.97090520787165,142.07539815029537,14.464949798583927,0.006826645972406036,0.05911416944405863,0.9042067347170596,0.9035482930603483,1,73.95310048956468,147.8015835927916,140.02028464843752,0.9855350502014161,0.003890649472177029,0.0,149.97090520787165,142.07539815029537,0.992741179865838
square,1,46000,708.2929911999963,0.001,0,2000.0,151.00174063238603,150.0668859319418,139.86784025910066,-108.41466281890888,0.006191019365267615,0.0737335896040488,1.7179696231637789,1.7224422772927868,0,86.1066031638029,166.33633677053695,155.03156500000006,1.1084146628189089,0.00565238588526845,0.0,150.0668859319418,139.86784025910066,1.0528127387237052
square,1,47000,725.0396713999799,0.001,0,2000.0,151.00174063238603,148.51032388216998,142.1154618212324,76.48396751403818,0.016499258483923075,0.05884885017840483,0.4934894975797761,0.48499225161799825,1,70.03828186910552,137.15166509486681,131.24590745605474,0.9235160324859618,0.0029528788194060325,0.0,148.51032388216998,142.1154618212324,0.960997415441874
square,1,48000,741.8185729999968,0.001,0,2000.0,151.00174063238603,149.08066577405182,145.02998782786693,193.72108505248985,0.01272220340168838,0.039547575938593586,0.2829063045313109,0.2994380193209997,1,69.48226341845596,120.2005974399549,116.93462122070315,0.8062789149475101,0.0016329881096258762,0.0,149.08066577405182,145.02998782786693,0.8979303508332426
square,1,49000,758.1290910999815,0.001,0,2000.0,151.00174063238603,148.63287737768368,141.608918869376,73.0855639266963,0.015687655286499964,0.0622034005944135,0.5159952221701655,0.5082813088454032,1,70.22035477186488,137.76995971648816,131.25935117675786,0.9269144360733037,0.0032553042698651555,0.0,148.63287737768368,141.608918869376,0.9627639565715491
square,1,50000,775.0142308999784,0.001,0,2000.0,151.00174063238603,149.67213430362972,141.24107424529944,-30.878339843750435,0.008805238424325462,0.06463942962650308,1.204489959615259,1.2063065378696989,1,77.38524863377486,154.29376133179665,145.6023641357422,1.0308783398437504,0.00434569859802723,0.0,149.67213430362972,141.24107424529944,1.0153217912778936
square,1,51000,791.3989656999765,0.001,0,2000.0,151.00174063238603,148.64384394174164,142.04020340943492,54.57434074401834,0.015615029871640342,0.05934724451135954,0.6385846910408823,0.6328516587245429,1,71.01044174339323,140.53170415296435,134.28845294921874,0.9454256592559817,0.0031216256018728023,0.0,148.64384394174164,142.04020340943492,0.9723300156099172
square,1,52000,808.0280981999822,0.001,0,2000.0,151.00174063238603,148.59303955238357,142.8231782693468,149.52654619216875,0.015951478902925,0.05416204031018385,0.009769386988780764,0.006282303953114099,1,68.77676478399937,126.37443555991933,121.46732170654298,0.8504734538078312,0.0024535569266881793,0.0,148.59303955238357,142.8231782693468,0.9222111763624594
square,1,53000,824.5631253999891,0.001,0,2000.0,151.00174063238603,149.01305195907264,143.77041680001642,191.0717146873472,0.013169971849230905,0.0478890097695912,0.26536100767547827,0.28224818011127123,1,69.39753634361969,120.54087261045787,116.29995674072269,0.8089282853126528,0.002120457934867591,0.0,149.01305195907264,143.77041680001642,0.8994044058779415
square,1,54000,841.145838299999,0.001,0,2000.0,151.00174063238603,148.80159150338537,142.6470446593187,77.72588527679447,0.014570356075278169,0.05532847461279829,0.48526497144149977,0.47765420724666013,1,70.12825634710975,137.2358560731888,131.55967683105473,0.9222741147232055,0.0028380896210670474,0.0,148.80159150338537,142.6470446593187,0.960351037237533
square,1,55000,857.6999967999873,0.001,0,2000.0,151.00174063238603,149.96319767319352,146.13002554748107,270.7805419158934,0.006877688660032378,0.03226264190401064,0.7932279507632237,0.8056466260874914,1,73.0085663399692,109.35608173980594,106.5608580395508,0.7292194580841066,0.0013976118501275775,0.0,149.96319767319352,146.13002554748107,0.8539434747593699
square,1,56000,874.3975177999819,0.001,0,2000.0,151.00174063238603,149.1994693110332,142.7718620342776,-8.9917377090456,0.011935434080461799,0.0545018790090909,1.0595472454250445,1.0602665528943718,1,75.29072873946048,150.54103180540682,144.05562916992187,1.0089917377090456,0.0032427013177424666,0.0,149.1994693110332,142.7718620342776,1.004485807619523
square,1,57000,891.3163875999744,0.001,0,2000.0,151.00174063238603,148.44621975452,143.0825176218607,130.96156808853144,0.016923784236947636,0.05244458095224679,0.13271484460992025,0.11778441845742037,1,68.79046809837843,129.00547003865333,124.34420674804689,0.8690384319114686,0.0023306316453032194,0.0,148.44621975452,143.0825176218607,0.9322223082030748
square,1,58000,907.6560333999805,0.001,0,2000.0,151.00174063238603,148.12916075405644,143.2489373544306,185.39487661361687,0.019023488512777405,0.051342476222374374,0.2277664869106442,0.25157582524506356,1,68.92620170523432,120.66677327317953,116.69131828857422,0.8146051233863831,0.001987727492302656,0.0,148.12916075405644,143.2489373544306,0.902554775837114
square,1,59000,924.3580309999816,0.001,0,2000.0,151.00174063238603,148.71211306532126,141.29547465787687,25.649143600464107,0.015162921682067702,0.0642791661464293,0.830140079888834,0.8275248527388095,1,72.6133570029495,144.89777472218037,137.67136673828125,0.9743508563995359,0.0036132039919495582,0.0,148.71211306532126,141.29547465787687,0.9870921215365545
square,1,60000,940.7445605999965,0.001,0,2000.0,151.00174063238603,148.9736720722417,143.17799277658963,179.63554391860947,0.013430762795520813,0.05181230244784611,0.1896256504481791,0.20582074281889845,1,69.17358488972967,122.21270545999201,117.4581361669922,0.8203644560813905,0.0023772846464999026,0.0,148.9736720722417,143.17799277658963,0.905739728664582
square,1,61000,957.5044325999916,0.001,0,2000.0,151.00174063238603,149.17098781362682,142.59806263852357,-1.4888604545595374,0.012124051094325985,0.055652855117221636,1.009859889351767,1.0099808982723886,1,74.69709547553835,149.3930825983501,142.81037125488288,1.0014888604545595,0.003291355671733618,0.0,149.17098781362682,142.59806263852357,1.0007441533451793
square,1,62000,973.8160384999937,0.001,0,2000.0,151.00174063238603,148.4373320390501,143.6358463790967,206.06549835205078,0.01698264260131277,0.04878019433710772,0.36465644362151794,0.3882322965616236,1,69.54050702195696,117.8495192383744,114.03745411376954,0.7939345016479492,0.0019060325623024253,0.0,148.4373320390501,143.6358463790967,0.8910300228656435
square,1,63000,990.5258914000005,0.001,0,2000.0,151.00174063238603,148.7116412413781,145.51701971631923,260.4648524665831,0.015166046307924308,0.036322236373548616,0.7249129140880912,0.7514758783666117,1,71.94922761529928,109.9774855453791,107.61495064453128,0.7395351475334169,0.0011812674504239114,0.0,148.7116412413781,145.51701971631923,0.8599622942509845
square,1,64000,1007.1386041999795,0.001,0,2000.0,151.00174063238603,148.05518038537528,143.4892246569019,179.31645587921153,0.019513419081599575,0.04975118792685544,0.18751250898330846,0.2111461106086647,1,68.79182291932652,121.50645016411242,117.75924543457029,0.8206835441207885,0.0018736023647710682,0.0,148.05518038537528,143.4892246569019,0.9059158592942219
square,1,65000,1023.8652973999851,0.001,0,2000.0,151.00174063238603,148.9017861589059,141.87067134886576,24.321518497466887,0.013906822959031095,0.060469960447342645,0.8389321977640135,0.8366606665717811,1,72.78801837177376,145.28026861253622,138.42016119140627,0.9756784815025331,0.0034300537105649708,0.0,148.9017861589059,141.87067134886576,0.9877643856216588
square,1,66000,1040.4880146999785,0.001,0,2000.0,151.00174063238603,148.4966816517852,144.9010944955861,186.58232328414914,0.0165896033390728,0.04040116432599248,0.23563028149711263,0.25647469834829195,1,69.0981537351319,120.78982578920844,117.86511163818362,0.8134176767158509,0.0014623570755124093,0.0,148.4966816517852,144.9010944955861,0.9018967106691602
square,1,67000,1056.9894467999984,0.001,0,2000.0,151.00174063238603,149.29456219561519,147.0453924126833,327.3269824600218,0.011305687137256083,0.02620067956259172,1.1677033727505157,1.192490989933962,1,76.99895018881307,100.42642365443443,98.91346782958989,0.6726730175399782,0.0007564779124222697,0.0,149.29456219561519,147.0453924126833,0.8201664572146182
square,1,68000,1073.5216748999956,0.001,0,2000.0,151.00174063238603,148.63963852614955,144.62111300703097,234.78509294509874,0.01564287998498652,0.042255324995813845,0.5548502418702802,0.5795590952260959,1,70.6516435570405,113.74126717946166,110.66623154785158,0.7652149070549012,0.0015375178158050407,0.0,148.63963852614955,144.62111300703097,0.8747656297860024
square,1,69000,1089.7964292999823,0.001,0,2000.0,151.00174063238603,150.48751190185618,141.77670870925152,19.996049499511727,0.0034054490257946204,0.061092222410818846,0.867577357613432,0.8671248580908653,1,73.83913858130089,147.4783561648083,138.94173462402347,0.9800039505004883,0.004268310770392419,0.0,150.48751190185618,141.77670870925152,0.9899514889632159
square,1,70000,1106.3453309999895,0.001,0,2000.0,151.00174063238603,149.10857614521535,144.36215615523673,230.32009155273414,0.0125373686372238,0.043970251265602146,0.525281037080551,0.5446468439778253,1,70.64477376129072,114.76587523615152,111.1126511328125,0.7696799084472659,0.0018266120516695083,0.0,149.10857614521535,144.36215615523673,0.8773140306909869
square,1,71000,1122.798267999984,0.001,0,2000.0,151.00174063238603,148.78027739145665,142.71857942176592,176.10161743164042,0.014711507507304416,0.05485473992505475,0.1662224335569752,0.18363549604292265,1,69.04285986595646,122.579829900893,117.5856067480469,0.8238983825683596,0.0024971115764230493,0.0,148.78027739145665,142.71857942176592,0.9076884832189729
square,1,72000,1139.3456953999994,0.001,0,2000.0,151.00174063238603,148.41901654791596,143.24886231057752,145.77063703536973,0.017103935846393442,0.0513429731958051,0.034642670840142366,0.01784393653956883,1,68.70421063420596,126.78388195756317,122.36738439697267,0.8542293629646303,0.002208248780295253,0.0,148.41901654791596,143.24886231057752,0.9242452937205741
square,1,73000,1155.9046444999985,0.001,0,2000.0,151.00174063238603,148.34199239704216,143.9815695732997,177.96096982955922,0.017614023680819883,0.04649066315187015,0.17853588365451675,0.19966684385120634,1,68.88898047747705,121.94290756361545,118.35846981445313,0.8220390301704408,0.001792218874581158,0.0,148.34199239704216,143.9815695732997,0.9066636808488806
square,1,74000,1172.6383033999882,0.001,0,2000.0,151.00174063238603,149.09022391834364,143.30694812854313,40.9629453277589,0.012658905162530426,0.05095830333887269,0.7287253434549258,0.7252472747630039,1,71.91101533601784,142.9830492270732,137.43667344726563,0.9590370546722411,0.0027731878899037833,0.0,149.09022391834364,143.30694812854313,0.9793043728444396
square,1,75000,1189.0802525999898,0.001,0,2000.0,151.00174063238603,148.82438798193695,141.7051650449716,15.23029182434077,0.01441938775891232,0.06156601605041727,0.8991383029059318,0.8976626611346166,1,73.33686500846022,146.55774912239315,139.54695402832033,0.9847697081756592,0.0035053975470364096,0.0,148.82438798193695,141.7051650449716,0.9923556359368647
square,1,76000,1205.7777833,0.001,0,2000.0,151.00174063238603,148.48987364820988,145.673452378081,273.4866017341612,0.01663468893574741,0.03528627042304597,0.8111486701333115,0.8417862108367293,1,72.63867168813792,107.87988271222599,105.83371492431648,0.7265133982658388,0.001023083893954754,0.0,148.48987364820988,145.673452378081,0.8523575530643457
square,1,77000,1222.5280782999762,0.001,0,2000.0,151.00174063238603,149.7851562765019,142.46626144565818,117.10837018966657,0.008056757165772676,0.05652570063750121,0.22445681950933877,0.2181577060046879,1,69.55062296529813,132.24406074635627,125.78226976074221,0.8828916298103334,0.003230895492807031,0.0,149.7851562765019,142.46626144565818,0.9396231317982404
square,1,78000,1238.8695452999964,0.001,0,2000.0,151.00174063238603,148.6396437034823,141.9391583511578,-20.52015674591101,0.015642845698409884,0.06001640936902245,1.1358935112931403,1.1380530539137068,1,75.95014545368625,151.68975249093413,144.85177212890625,1.020520156745911,0.003418990181013942,0.0,148.6396437034823,141.9391583511578,1.0102079769759844
square,1,79000,1255.631687199988,0.001,0,2000.0,151.00174063238603,148.16492701095854,144.44689776942138,215.4820022583005,0.018786628614657644,0.04340905499177273,0.4270166777937465,0.4543388007228126,1,69.72714926140267,116.23805187418223,113.32119101806641,0.7845179977416995,0.0014584304280579096,0.0,148.16492701095854,144.44689776942138,0.8857302059553459
square,1,80000,1272.2062491999823,0.001,0,2000.0,151.00174063238603,148.97491862113387,142.93914123832573,226.0350269508361,0.013422507600004864,0.053394082480735836,0.4969034529285244,0.5172690077158422,1,70.42364278996993,115.30136887560725,110.6298885961914,0.7739649730491639,0.002335740139707924,0.0,148.97491862113387,142.93914123832573,0.8797527908731884
