features,seed,repeat,retained,iterations,converged,wall_seconds,energy,mu1,mu2,energy_abs_error,mu1_abs_error,mu2_abs_error,virial_residual,wave_error_1,wave_error_2,retained_rank,complex_unknowns
1536,2086156151,2,760,225,True,64.52778469999612,8.372703556773972,12.297655551999346,12.484470888280907,2.9058507600154826e-07,1.5503411159301095e-06,1.6195147036768276e-06,2.1721470941371557e-08,0.05301771778781064,0.07655649468960371,760,1520
1536,2086156193,0,757,216,True,67.33151390000421,8.372703581121666,12.297655044784914,12.484470363517604,3.149327696405635e-07,1.0431266836974373e-06,1.0947514006431902e-06,2.8651595688870823e-06,0.05296155942604711,0.076552146432941,757,1514
1536,2086156193,1,757,216,True,67.10850159999973,8.372703581121666,12.297655044784914,12.484470363517604,3.149327696405635e-07,1.0431266836974373e-06,1.0947514006431902e-06,2.8651595688870823e-06,0.05296155942604711,0.076552146432941,757,1514
1536,2086156193,2,757,216,True,67.36893769999733,8.372703581121666,12.297655044784914,12.484470363517604,3.149327696405635e-07,1.0431266836974373e-06,1.0947514006431902e-06,2.8651595688870823e-06,0.05296155942604711,0.076552146432941,757,1514
1536,2086156235,0,742,235,True,65.55056930000137,8.372703535251407,12.297654454742686,12.484469741399709,2.690625109380562e-07,4.530844552874669e-07,4.7263350566595363e-07,4.40283437418143e-06,0.05296087213852938,0.07658933012061933,742,1484
1536,2086156235,1,742,235,True,65.85285369999474,8.372703535251407,12.297654454742686,12.484469741399709,2.690625109380562e-07,4.530844552874669e-07,4.7263350566595363e-07,4.40283437418143e-06,0.05296087213852938,0.07658933012061933,742,1484
1536,2086156235,2,742,235,True,65.91810320000513,8.372703535251407,12.297654454742686,12.484469741399709,2.690625109380562e-07,4.530844552874669e-07,4.7263350566595363e-07,4.40283437418143e-06,0.05296087213852938,0.07658933012061933,742,1484
1536,2086156277,0,762,229,True,66.6506112000061,8.372703570580237,12.297655362231717,12.484470691394042,3.043913405775811e-07,1.360573486763883e-06,1.4226278395312875e-06,1.300358232377008e-06,0.05294809343066631,0.07655923796149706,762,1524
1536,2086156277,1,762,229,True,66.64283309999155,8.372703570580237,12.297655362231717,12.484470691394042,3.043913405775811e-07,1.360573486763883e-06,1.4226278395312875e-06,1.300358232377008e-06,0.05294809343066631,0.07655923796149706,762,1524
1536,2086156277,2,762,229,True,66.7084021000046,8.372703570580237,12.297655362231717,12.484470691394042,3.043913405775811e-07,1.360573486763883e-06,1.4226278395312875e-06,1.300358232377008e-06,0.05294809343066631,0.07655923796149706,762,1524
1536,2086156319,0,757,229,True,65.92911589999858,8.372703505402285,12.297654954034382,12.484470268705213,2.3921338865307007e-07,9.523761512753026e-07,9.999390098158756e-07,1.562497655201861e-06,0.05297252844024851,0.07654470907972476,757,1514
1536,2086156319,1,757,229,True,65.97688129999733,8.372703505402285,12.297654954034382,12.484470268705213,2.3921338865307007e-07,9.523761512753026e-07,9.999390098158756e-07,1.562497655201861e-06,0.05297252844024851,0.07654470907972476,757,1514
1536,2086156319,2,757,229,True,65.86071660000016,8.372703505402285,12.297654954034382,12.484470268705213,2.3921338865307007e-07,9.523761512753026e-07,9.999390098158756e-07,1.562497655201861e-06,0.05297252844024851,0.07654470907972476,757,1514
1536,2086156361,0,739,237,True,65.92600099999981,8.372703570647932,12.297655564613061,12.48447090592354,3.044590357603738e-07,1.5629548304474383e-06,1.6371573376972037e-06,2.8191207347011416e-07,0.052983355009520075,0.07655225770939657,739,1478
1536,2086156361,1,739,237,True,65.82946860000084,8.372703570647932,12.297655564613061,12.48447090592354,3.044590357603738e-07,1.5629548304474383e-06,1.6371573376972037e-06,2.8191207347011416e-07,0.052983355009520075,0.07655225770939657,739,1478
1536,2086156361,2,739,237,True,65.73250839998946,8.372703570647932,12.297655564613061,12.48447090592354,3.044590357603738e-07,1.5629548304474383e-06,1.6371573376972037e-06,2.8191207347011416e-07,0.052983355009520075,0.07655225770939657,739,1478
1536,2086156403,0,743,218,True,63.94668019999517,8.37270361523265,12.29765545063891,12.484470783998976,3.490437538999913e-07,1.4489806794415472e-06,1.5152327730305615e-06,1.907777040680708e-06,0.052974120844752295,0.07660083410823365,743,1486
1536,2086156403,1,743,218,True,63.80972020000627,8.37270361523265,12.29765545063891,12.484470783998976,3.490437538999913e-07,1.4489806794415472e-06,1.5152327730305615e-06,1.907777040680708e-06,0.052974120844752295,0.07660083410823365,743,1486
1536,2086156403,2,743,218,True,63.896274300001096,8.37270361523265,12.29765545063891,12.484470783998976,3.490437538999913e-07,1.4489806794415472e-06,1.5152327730305615e-06,1.907777040680708e-06,0.052974120844752295,0.07660083410823365,743,1486
1536,2086156445,0,749,234,True,66.80719900000258,8.37270358049036,12.297655537325532,12.48447088183677,3.143014630779817e-07,1.5356673017663525e-06,1.6130705677852575e-06,6.462519534164435e-07,0.052970725269592775,0.07659150603395605,749,1498
1536,2086156445,1,749,234,True,66.81172209999932,8.37270358049036,12.297655537325532,12.48447088183677,3.143014630779817e-07,1.5356673017663525e-06,1.6130705677852575e-06,6.462519534164435e-07,0.052970725269592775,0.07659150603395605,749,1498
1536,2086156445,2,749,234,True,67.03327109999373,8.37270358049036,12.297655537325532,12.48447088183677,3.143014630779817e-07,1.5356673017663525e-06,1.6130705677852575e-06,6.462519534164435e-07,0.052970725269592775,0.07659150603395605,749,1498
1536,2086156487,0,770,236,True,68.55753330000152,8.372703520107196,12.297655485447562,12.484470825626925,2.539182997196576e-07,1.4837893314023631e-06,1.5568607221183584e-06,3.794797100581393e-07,0.05296519289404423,0.07651575637762768,770,1540
