"problem","dim","potential","potential_scale","law","q","rho_used","N","rank","mass_cond_after_trunc","mass_truncation_tolerance","trial","seed","eigen_index","lambda_rfm","lambda_ref","rel_error","quad_order","assembly","integration_points","integration_scramble_seed","integration_backend","integration_dtype","integration_density","assembly_s","solve_s","total_s","omega_norm_max","boundary_factor","note"
"Ji2024 cube square","10","square","20.0","blind-tail","8.0","2.0","512","197","99672.70397173037","1e-05","2","21372997","1","150.94287850308405","151.00174383907776","0.00038983216019311756","","qmc","200000","203508","torch","float64","beta22","4.606795799918473","0.31772329984232783","4.924519099760801","10.743115801896067","prod_i x_i(1-x_i)","No exact eigenfunction Fourier frequencies are used; omega is sampled from blind polynomial-tail or coefficient-scale polynomial-tail law."
"Ji2024 cube square","10","square","20.0","blind-tail","8.0","2.0","512","197","99672.70397173037","1e-05","2","21372997","2","181.70579968547068","181.89487396569749","0.0010394700856851057","","qmc","200000","203508","torch","float64","beta22","4.606795799918473","0.31772329984232783","4.924519099760801","10.743115801896067","prod_i x_i(1-x_i)","No exact eigenfunction Fourier frequencies are used; omega is sampled from blind polynomial-tail or coefficient-scale polynomial-tail law."
"Ji2024 cube square","10","square","20.0","blind-tail","8.0","2.0","512","197","99672.70397173037","1e-05","2","21372997","3","182.0753229531528","181.89487396569749","0.0009920509771449144","","qmc","200000","203508","torch","float64","beta22","4.606795799918473","0.31772329984232783","4.924519099760801","10.743115801896067","prod_i x_i(1-x_i)","No exact eigenfunction Fourier frequencies are used; omega is sampled from blind polynomial-tail or coefficient-scale polynomial-tail law."
"Ji2024 cube square","10","square","20.0","blind-tail","8.0","2.0","512","200","99788.03380293616","1e-05","3","21373094","1","150.89651351621694","151.00174383907776","0.0006968815073616852","","qmc","200000","203508","torch","float64","beta22","4.80703609995544","0.416896800044924","5.223932900000364","8.904087106873934","prod_i x_i(1-x_i)","No exact eigenfunction Fourier frequencies are used; omega is sampled from blind polynomial-tail or coefficient-scale polynomial-tail law."
"Ji2024 cube square","10","square","20.0","blind-tail","8.0","2.0","512","200","99788.03380293616","1e-05","3","21373094","2","181.86385092251822","181.89487396569749","0.00017055479631114217","","qmc","200000","203508","torch","float64","beta22","4.80703609995544","0.416896800044924","5.223932900000364","8.904087106873934","prod_i x_i(1-x_i)","No exact eigenfunction Fourier frequencies are used; omega is sampled from blind polynomial-tail or coefficient-scale polynomial-tail law."
"Ji2024 cube square","10","square","20.0","blind-tail","8.0","2.0","512","200","99788.03380293616","1e-05","3","21373094","3","182.21376609528866","181.89487396569749","0.0017531672148788256","","qmc","200000","203508","torch","float64","beta22","4.80703609995544","0.416896800044924","5.223932900000364","8.904087106873934","prod_i x_i(1-x_i)","No exact eigenfunction Fourier frequencies are used; omega is sampled from blind polynomial-tail or coefficient-scale polynomial-tail law."
"Ji2024 cube square","10","square","20.0","blind-tail","8.0","2.0","512","201","98661.46628975675","1e-05","4","21373191","1","150.84149478155607","151.00174383907776","0.0010612397807304348","","qmc","200000","203508","torch","float64","beta22","4.84076329972595","0.33126340014860034","5.17202669987455","16.736785069267864","prod_i x_i(1-x_i)","No exact eigenfunction Fourier frequencies are used; omega is sampled from blind polynomial-tail or coefficient-scale polynomial-tail law."
"Ji2024 cube square","10","square","20.0","blind-tail","8.0","2.0","512","201","98661.46628975675","1e-05","4","21373191","2","181.77180886656774","181.89487396569749","0.0006765726622563028","","qmc","200000","203508","torch","float64","beta22","4.84076329972595","0.33126340014860034","5.17202669987455","16.736785069267864","prod_i x_i(1-x_i)","No exact eigenfunction Fourier frequencies are used; omega is sampled from blind polynomial-tail or coefficient-scale polynomial-tail law."
"Ji2024 cube square","10","square","20.0","blind-tail","8.0","2.0","512","201","98661.46628975675","1e-05","4","21373191","3","181.93048518426056","181.89487396569749","0.0001957791211301099","","qmc","200000","203508","torch","float64","beta22","4.84076329972595","0.33126340014860034","5.17202669987455","16.736785069267864","prod_i x_i(1-x_i)","No exact eigenfunction Fourier frequencies are used; omega is sampled from blind polynomial-tail or coefficient-scale polynomial-tail law."
"Ji2024 cube exp","10","exp","20.0","blind-tail","8.0","2.0","128","106","93797.76550147132","1e-05","0","20688803","1","145.9316440574908","145.07515814545604","0.005903739296124065","","qmc","200000","203457","torch","float64","beta22","2.9125665999017656","0.011577399913221598","2.924143999814987","9.433805480143345","prod_i x_i(1-x_i)","No exact eigenfunction Fourier frequencies are used; omega is sampled from blind polynomial-tail or coefficient-scale polynomial-tail law."
