carrier_family,variant,anchor_degree,N,trials,q,atom_prob,tail_prob,carrier_width,rel_error_median,rel_error_q90,rel_error_min,rel_error_max
harmonic5,h5_tail_015,0,768,5,3.4,0.02,0.15,2.0,0.0010776747081429627,0.001121129030885544,0.0008515073681892249,0.001121148814358246
harmonic5,h5_tail_020,0,768,5,3.4,0.02,0.2,2.0,0.0010328917789960295,0.0010915000500023697,0.0009670960622078443,0.0011039466662394052
