method,seed,epoch,seconds,learning_rate,loss,pde_loss,boundary_loss,interface_loss,keff,keff_error,flux_error,acceptance_score,paper_budget_reached
drm,2026071101,8250,250.4029047000222,0.001,1.041062355041504,1.041062355041504,0.0,0.0,0.9612623671139903,0.007780380765905993,0.8278687064485757,27.572403309610863,0
drm,2026071101,8500,258.6163442998659,0.001,1.038297176361084,1.038297176361084,0.0,0.0,0.9631291485806911,0.005853479995157822,0.7018212200135692,20.743780548436536,0
drm,2026071101,8750,266.1811515998561,0.001,1.0366190671920776,1.0366190671920776,0.0,0.0,0.9642220847289862,0.004725346068346212,0.5975705630022301,16.745857496442742,0
drm,2026071101,9000,273.62455149996094,0.001,1.0361433029174805,1.0361433029174805,0.0,0.0,0.9651236624035421,0.0037947332746262516,0.4927560058409155,13.447917196917754,0
drm,2026071101,9250,281.4530133998487,0.001,1.0346533060073853,1.0346533060073853,0.0,0.0,0.9659922390347905,0.002898184315864488,0.3631627330744436,10.270693585174316,0
drm,2026071101,9500,288.87412559986115,0.001,1.035017490386963,1.035017490386963,0.0,0.0,0.9666989381316481,0.0021687261234020496,0.2581425891664884,7.685612458012792,0
drm,2026071101,9750,297.29197529982775,0.001,1.0340830087661743,1.0340830087661743,0.0,0.0,0.9669618121533811,0.0018973862991524904,0.2306162216001079,6.724028276817955,0
drm,2026071101,10000,307.6399842000101,0.001,1.03329336643219,1.03329336643219,0.0,0.0,0.9670326072932491,0.001824311216712282,0.1826217045596628,6.46506207637778,0
drm,2026071101,10250,319.9611942998599,0.001,1.034332513809204,1.034332513809204,0.0,0.0,0.9670902618330297,0.0017647999246183806,0.18076094842768647,6.254163741648525,0
drm,2026071101,10500,328.64666590001434,0.001,1.0336209535598755,1.0336209535598755,0.0,0.0,0.9671218530360454,0.0017321913335617567,0.19209623557239533,6.138604201437936,0
drm,2026071101,10750,339.9772919998504,0.001,1.0343304872512817,1.0343304872512817,0.0,0.0,0.9671370349260447,0.001716520513991791,0.2017416961637724,6.083069367041573,0
drm,2026071101,11000,352.17301679984666,0.001,1.0342622995376587,1.0342622995376587,0.0,0.0,0.9671555917541519,0.0016973660671429664,0.23709094852185944,6.015189124470077,0
drm,2026071101,11250,363.047817699844,0.001,1.0341168642044067,1.0341168642044067,0.0,0.0,0.96720687913497,0.0016444269870251238,0.1941560397447848,5.827581639468154,0
drm,2026071101,11500,371.3574632999953,0.001,1.0335017442703247,1.0335017442703247,0.0,0.0,0.9672279079656723,0.0016227209272581878,0.1929697223590594,5.750658895946516,0
drm,2026071101,11750,387.59118999983184,0.001,1.0338910818099976,1.0338910818099976,0.0,0.0,0.9672590509318422,0.0015905750084205476,0.1742988893127403,5.636738990787964,0
drm,2026071101,12000,403.8170183999464,0.001,1.03354811668396,1.03354811668396,0.0,0.0,0.9672883315728981,0.001560351390485065,0.1995901394975403,5.529631407204852,0
drm,2026071101,12250,426.05521030002274,0.001,1.0338042974472046,1.0338042974472046,0.0,0.0,0.9672539169104915,0.0015958743698477943,0.1813925222520643,5.655519065305104,0
drm,2026071101,12500,453.68403929984197,0.001,1.0334818363189697,1.0334818363189697,0.0,0.0,0.9673869017656223,0.001458606765460096,0.19453349118182597,5.169065013325168,0
drm,2026071101,12750,481.3801672998816,0.001,1.0340111255645752,1.0340111255645752,0.0,0.0,0.9674328693423933,0.0014111588125585684,0.17379280559574597,5.000917189590221,0
drm,2026071101,13000,516.91225139983,0.001,1.0334147214889526,1.0334147214889526,0.0,0.0,0.9674416942906373,0.0014020496587145786,0.19062857434550032,4.96863583072712,0
drm,2026071101,13250,553.1563554999884,0.001,1.0336613655090332,1.0336613655090332,0.0,0.0,0.967513152910342,0.0013282897292093137,0.19545252626045223,4.707242643735608,0
drm,2026071101,13500,579.5341872000135,0.001,1.0336741209030151,1.0336741209030151,0.0,0.0,0.9675898874655128,0.0012490839538472518,0.16129793064956444,4.4265502652464805,0
drm,2026071101,13750,596.2241835999303,0.001,1.0330677032470703,1.0330677032470703,0.0,0.0,0.9675861599803732,0.001252931481860824,0.14020811053981888,4.4401852784067755,0
drm,2026071101,14000,612.7824042998254,0.001,1.0333362817764282,1.0333362817764282,0.0,0.0,0.9675996967508409,0.001238958762550677,0.1619158176309612,4.390668234994249,0
drm,2026071101,14250,642.9492968998384,0.001,1.0332353115081787,1.0332353115081787,0.0,0.0,0.9677254953130278,0.0011091088841579614,0.13656049142505253,3.930501396831673,0
drm,2026071101,14500,680.5179568999447,0.001,1.033155083656311,1.033155083656311,0.0,0.0,0.9676835193164078,0.001152436708910155,0.15837929821753685,4.084048156886225,0
drm,2026071101,14750,700.8078974999953,0.001,1.0329375267028809,1.0329375267028809,0.0,0.0,0.9678030832538559,0.0010290222400331393,0.14256964078303955,3.646687362793746,0
drm,2026071101,15000,721.8902143000159,0.001,1.034397006034851,1.034397006034851,0.0,0.0,0.9677382372644308,0.001095956580893103,0.14697124946041873,3.883891774374878,0
drm,2026071101,15250,748.3271482998971,0.001,1.0334805250167847,1.0334805250167847,0.0,0.0,0.9678559549704026,0.0009744478009882742,0.13761343296415243,3.453284431881332,0
drm,2026071101,15500,788.4735826000106,0.001,1.032890796661377,1.032890796661377,0.0,0.0,0.9679440381971636,0.0008835278724570857,0.11324549495652726,3.1310790008401934,0
drm,2026071101,15750,815.4546920999419,0.001,1.0330017805099487,1.0330017805099487,0.0,0.0,0.9679721657553902,0.0008544944721405333,0.11371992090017324,3.0281893548108774,0
drm,2026071101,16000,844.7573577999137,0.001,1.0328928232192993,1.0328928232192993,0.0,0.0,0.9679606016777281,0.000866430968488715,0.11918914439545363,3.0704903554068856,0
drm,2026071101,16250,872.0093000000343,0.001,1.033088207244873,1.033088207244873,0.0,0.0,0.9679212394095179,0.0009070608902581401,0.09653803883689285,3.2144761863283726,0
drm,2026071101,16500,896.5972307999618,0.001,1.0328235626220703,1.0328235626220703,0.0,0.0,0.968065126522615,0.0007585399229820289,0.10943763257009032,2.6881420475654867,0
drm,2026071101,16750,927.5698930998333,0.001,1.0326287746429443,1.0326287746429443,0.0,0.0,0.9680811082519651,0.000742043505403443,0.09862223867521182,2.6296814281786203,0
drm,2026071101,17000,973.707727199886,0.001,1.0324722528457642,1.0324722528457642,0.0,0.0,0.9681035691119301,0.000718859298172916,0.11759805460420465,2.547520370589397,0
drm,2026071101,17250,1019.621306499932,0.001,1.032729983329773,1.032729983329773,0.0,0.0,0.9681300999396557,0.0006914740507269675,0.0988436578889396,2.450471510124628,0
drm,2026071101,17500,1042.4964748998173,0.001,1.0327401161193848,1.0327401161193848,0.0,0.0,0.9681746747759695,0.0006454636911957791,0.09428577645990018,2.2874182833502696,0
drm,2026071101,17750,1064.4763334000017,0.001,1.0323445796966553,1.0323445796966553,0.0,0.0,0.9681474323342167,0.0006735834700487764,0.10280055972420593,2.387070203589115,0
drm,2026071101,18000,1092.481782299932,0.001,1.0329537391662598,1.0329537391662598,0.0,0.0,0.9681890675143567,0.0006306074376994801,0.114764864047785,2.2347701385621948,0
drm,2026071101,18250,1116.6077530998737,0.001,1.032283902168274,1.032283902168274,0.0,0.0,0.9682418804149461,0.0005760937087674627,0.09623627735021953,2.041582354410173,0
drm,2026071101,18500,1146.2507698999252,0.001,1.032421350479126,1.032421350479126,0.0,0.0,0.9682634943775165,0.0005537836730837424,0.09070372818108008,1.9625192185262683,0
drm,2026071101,18750,1180.2340900998097,0.001,1.0328048467636108,1.0328048467636108,0.0,0.0,0.9682879059826279,0.0005285858973700111,0.07417440948758255,1.873222401906624,0
drm,2026071101,19000,1207.001529000001,0.001,1.032657504081726,1.032657504081726,0.0,0.0,0.9682987135135126,0.0005174303122289385,0.07513304162697275,1.8336888235485806,0
drm,2026071101,19250,1238.302387099946,0.001,1.0327836275100708,1.0327836275100708,0.0,0.0,0.9682948663270885,0.0005214013964817251,0.08850732590222823,1.8477616999139737,0
drm,2026071101,19500,1271.3798602998722,0.001,1.0328768491744995,1.0328768491744995,0.0,0.0,0.9682277389975965,0.0005906905474850172,0.10976228804884036,2.093311175437725,0
drm,2026071101,19750,1301.2309958999977,0.001,1.032781720161438,1.032781720161438,0.0,0.0,0.9683195048311146,0.0004959694146215683,0.08737456544308626,1.7576348948244678,0
drm,2026071101,20000,1352.120623299852,0.001,1.0331158638000488,1.0331158638000488,0.0,0.0,0.9683845556688152,0.00042882362839057476,0.09502670727760351,1.5196811552575475,0
drm,2026071101,20250,1387.684917599894,0.001,1.0324352979660034,1.0324352979660034,0.0,0.0,0.968404493313721,0.00040824389582882743,0.09231999456502549,1.4467499320604842,0
drm,2026071101,20500,1411.1844601000194,0.001,1.0322773456573486,1.0322773456573486,0.0,0.0,0.9683381795034517,0.0004766933283942033,0.11268891239833301,1.689323582090167,0
drm,2026071101,20750,1433.0567095000297,0.001,1.0326186418533325,1.0326186418533325,0.0,0.0,0.9683754231881643,0.0004382502186578443,0.11253548095259037,1.553087457147368,0
drm,2026071101,21000,1456.3879686000291,0.001,1.0318400859832764,1.0318400859832764,0.0,0.0,0.9684228736720026,0.00038927160197910497,0.07486101451235132,1.3795152100755015,0
drm,2026071101,21250,1484.171177699929,0.001,1.0320525169372559,1.0320525169372559,0.0,0.0,0.9684565336235754,0.00035452763875368774,0.09382434985769902,1.2563882583942438,0
drm,2026071101,21500,1514.2259907999542,0.001,1.0326594114303589,1.0326594114303589,0.0,0.0,0.9684265989209196,0.0003854263822051495,0.07391382758035761,1.3658883769407808,0
drm,2026071101,21750,1538.689006799832,0.001,1.0324140787124634,1.0324140787124634,0.0,0.0,0.968459883045409,0.00035107034949527125,0.06729512510194383,1.2441361878774941,0
drm,2026071101,22000,1564.319324299926,0.001,1.0324636697769165,1.0324636697769165,0.0,0.0,0.9684851233823287,0.00032501715283987095,0.07449964702568879,1.151807898645797,0
drm,2026071101,22250,1588.1088908999227,0.001,1.0319788455963135,1.0319788455963135,0.0,0.0,0.968489415453062,0.0003205868568724169,0.08253629888573191,1.1361076506925258,0
drm,2026071101,22500,1615.5415065998677,0.001,1.032963514328003,1.032963514328003,0.0,0.0,0.9684786597689418,0.0003316889255349209,0.07168269031627314,1.1754515753594192,0
drm,2026071101,22750,1665.7281920998357,0.001,1.0330168008804321,1.0330168008804321,0.0,0.0,0.9685532786708796,0.00025466693757267023,0.07052962731188177,0.9024981840409322,0
drm,2026071101,23000,1705.0385077998508,0.001,1.0319756269454956,1.0319756269454956,0.0,0.0,0.9684944274385623,0.000315413461434461,0.06170764016908028,1.1177739791426078,0
drm,2026071101,23250,1728.8565545999445,0.001,1.0328189134597778,1.0328189134597778,0.0,0.0,0.968549550079226,0.0002585156077352839,0.07782764536072893,0.9161372447915653,0
drm,2026071101,23500,1754.3007081998512,0.001,1.0325863361358643,1.0325863361358643,0.0,0.0,0.9684992182387133,0.0003104683745733614,0.08500724608152882,1.100249396035727,0
drm,2026071101,23750,1780.9298040999565,0.001,1.0329149961471558,1.0329149961471558,0.0,0.0,0.9685256835891319,0.0002831507131173188,0.056343359698764965,1.0034400493207132,0
drm,2026071101,24000,1809.9853415999096,0.001,1.03271484375,1.03271484375,0.0,0.0,0.968546620055782,0.00026153999196741856,0.06328282473015548,0.9268551703431093,0
drm,2026071101,24250,1838.865897799842,0.001,1.032660722732544,1.032660722732544,0.0,0.0,0.968544624235885,0.0002636000868238441,0.0990882726705029,1.1058712157150834,0
drm,2026071101,24500,1867.7078017999884,0.001,1.0325281620025635,1.0325281620025635,0.0,0.0,0.9685946487211939,0.00021196457349923007,0.08502033006043035,0.9488664322272979,0
drm,2026071101,24750,1895.722888099961,0.001,1.0325771570205688,1.0325771570205688,0.0,0.0,0.9685571287777313,0.00025069283884056234,0.0900433874394108,1.0049260891432201,0
drm,2026071101,25000,1925.5436829000246,0.001,1.0327765941619873,1.0327765941619873,0.0,0.0,0.9686202042113917,0.0001855860741208427,0.06248884094360279,0.6974045327515322,0
drm,2026071101,25250,1954.7768107999582,0.001,1.0329744815826416,1.0329744815826416,0.0,0.0,0.9686012564371859,0.0002051440574051712,0.08776529306256275,0.9795014962005619,0
drm,2026071101,25500,1985.9823063998483,0.001,1.0322926044464111,1.0322926044464111,0.0,0.0,0.968610736737468,0.000195358446048711,0.06997169383829491,0.7809166518414199,0
drm,2026071101,25750,2015.8428761998657,0.001,1.0325621366500854,1.0325621366500854,0.0,0.0,0.968629527949349,0.00017596206714597028,0.05415809075351351,0.6235809311289613,0
drm,2026071101,26000,2045.735307399882,0.001,1.032487154006958,1.032487154006958,0.0,0.0,0.9686154842452956,0.00019045804573116306,0.07288832685620203,0.81346763304616,0
drm,2026071101,26250,2070.33600429981,0.001,1.0319628715515137,1.0319628715515137,0.0,0.0,0.9686340740138738,0.00017126959757038802,0.09210314053654148,1.0279138918388147,0
drm,2026071101,26500,2091.8128355999943,0.001,1.0324307680130005,1.0324307680130005,0.0,0.0,0.9686406559974763,0.00016447564257195414,0.08645942748918305,0.9649274289545217,0
drm,2026071101,26750,2116.896758900024,0.001,1.0323622226715088,1.0323622226715088,0.0,0.0,0.968519343760355,0.00028969471474506224,0.08999513733946057,1.0266309261643711,0
drm,2026071101,27000,2139.467627399834,0.001,1.0322599411010742,1.0322599411010742,0.0,0.0,0.9686357496117811,0.00016954003738529975,0.07895974156690731,0.8812274454466118,0
drm,2026071101,27250,2163.126108299941,0.001,1.0327773094177246,1.0327773094177246,0.0,0.0,0.9686353140910497,0.0001699895839701137,0.09329618885665465,1.0412288660594033,0
drm,2026071101,27500,2184.79856549995,0.001,1.0321905612945557,1.0321905612945557,0.0,0.0,0.9686448832717931,0.00016011222977590253,0.09989974326717554,1.1149276050442574,0
drm,2026071101,27750,2203.936738499906,0.001,1.0317829847335815,1.0317829847335815,0.0,0.0,0.9686326386840457,0.00017275115189336837,0.07780129824019832,0.868298679049556,0
drm,2026071101,28000,2219.9813312999904,0.001,1.0320632457733154,1.0320632457733154,0.0,0.0,0.9686746694427015,0.00012936680150543373,0.07283778811155754,0.8129035971469112,0
drm,2026071101,28250,2239.7829050999135,0.001,1.0322239398956299,1.0322239398956299,0.0,0.0,0.9685376705687788,0.0002707776953150036,0.06351845746688055,0.9595920877277043,0
drm,2026071101,28500,2261.398457000032,0.001,1.032216191291809,1.032216191291809,0.0,0.0,0.9686767130668046,0.0001272573629184662,0.06368601759190835,0.7107655810351148,0
drm,2026071101,28750,2279.785622899886,0.001,1.0321158170700073,1.0321158170700073,0.0,0.0,0.968622324607676,0.00018339739092066408,0.05050045730906471,0.649930508613878,0
drm,2026071101,29000,2296.001990000019,0.001,1.0322656631469727,1.0322656631469727,0.0,0.0,0.9686624927417284,0.00014193565056931458,0.06786452578687517,0.7573996762000309,0
drm,2026071101,29250,2313.685446499847,0.001,1.0332075357437134,1.0332075357437134,0.0,0.0,0.9686484685079756,0.0001564115318170972,0.054829595385398874,0.6119237894845971,0
drm,2026071101,29500,2335.2124043998774,0.001,1.0323963165283203,1.0323963165283203,0.0,0.0,0.9685436176489998,0.0002646390906278162,0.1224550090839117,1.3666548635511673,0
drm,2026071101,29750,2356.5865265999455,0.001,1.0322277545928955,1.0322277545928955,0.0,0.0,0.9686601554557986,0.00014434820830032074,0.0971096351812444,1.0837887009357425,0
drm,2026071101,30000,2377.3339132999536,0.001,1.032539963722229,1.032539963722229,0.0,0.0,0.9686708650121728,0.000133293752918233,0.05156542489643083,0.5754941284394415,0
drm,2026071101,30250,,0.001,,,,,0.9685066,0.0003028,0.1412,1.576,0
drm,2026071101,30500,,0.001,,,,,0.96864809,0.0001568,0.0941,1.05,0
drm,2026071101,30750,,0.001,,,,,0.96868718,0.0001165,0.07868,0.878,0
drm,2026071101,31000,,0.001,,,,,0.9687042,9.889e-05,0.06756,0.754,0
drm,2026071101,31250,,0.001,,,,,0.96866517,0.0001392,0.09824,1.096,0
drm,2026071101,31500,,0.001,,,,,0.96866801,0.0001362,0.05713,0.638,0
drm,2026071101,31750,,0.001,,,,,0.96869816,0.0001051,0.09092,1.015,0
drm,2026071101,32000,,0.001,,,,,0.96866274,0.0001417,0.1125,1.256,0
drm,2026071101,32250,,0.001,,,,,0.9686984,0.0001049,0.09753,1.088,0
drm,2026071101,32500,,0.001,,,,,0.96869172,0.0001118,0.1052,1.174,0
drm,2026071101,32750,,0.001,,,,,0.96869273,0.0001107,0.0434,0.484,0
drm,2026071101,33000,,0.001,,,,,0.96867511,0.0001289,0.04499,0.502,0
drm,2026071101,33250,,0.001,,,,,0.96871853,8.409e-05,0.07734,0.863,0
drm,2026071101,33500,,0.001,,,,,0.96870681,9.619e-05,0.08243,0.92,0
drm,2026071101,33750,,0.001,,,,,0.968691,0.0001125,0.08229,0.918,0
drm,2026071101,34000,,0.001,,,,,0.96867893,0.000125,0.06614,0.738,0
drm,2026071101,34250,,0.001,,,,,0.96870245,0.0001007,0.1079,1.205,0
drm,2026071101,34500,,0.001,,,,,0.96869334,0.0001101,0.0913,1.019,0
drm,2026071101,34750,,0.001,,,,,0.96869818,0.0001051,0.07235,0.807,0
drm,2026071101,35000,,0.001,,,,,0.96872205,8.046e-05,0.05203,0.581,0
drm,2026071101,35250,,0.001,,,,,0.96872625,7.613e-05,0.05219,0.582,0
drm,2026071101,35500,,0.001,,,,,0.96869002,0.0001135,0.04608,0.514,0
drm,2026071101,35750,,0.001,,,,,0.96871326,8.953e-05,0.06465,0.722,0
drm,2026071101,36000,,0.001,,,,,0.96872853,7.377e-05,0.1004,1.12,0
drm,2026071101,36250,,0.001,,,,,0.9687316,7.06e-05,0.07017,0.783,0
drm,2026071101,36500,,0.001,,,,,0.96873651,6.554e-05,0.07002,0.781,0
drm,2026071101,36750,,0.001,,,,,0.96874071,6.12e-05,0.03777,0.422,0
drm,2026071101,37000,,0.001,,,,,0.96873544,6.664e-05,0.0691,0.771,0
drm,2026071101,37250,,0.001,,,,,0.96871627,8.643e-05,0.05257,0.587,0
drm,2026071101,37500,,0.001,,,,,0.96875029,5.131e-05,0.07461,0.833,0
drm,2026071101,37750,,0.001,,,,,0.96873062,7.162e-05,0.09033,1.008,0
drm,2026071101,38000,,0.001,,,,,0.96872845,7.386e-05,0.04572,0.51,0
drm,2026071101,38250,,0.001,,,,,0.96868955,0.000114,0.0814,0.909,0
drm,2026071101,38500,,0.001,,,,,0.96876307,3.812e-05,0.07762,0.866,0
drm,2026071101,38750,,0.001,,,,,0.96875658,4.482e-05,0.05481,0.612,0
drm,2026071101,39000,,0.001,,,,,0.96873823,6.376e-05,0.05963,0.665,0
drm,2026071101,39250,,0.001,,,,,0.96875285,4.867e-05,0.05197,0.58,0
drm,2026071101,39500,,0.001,,,,,0.96874268,5.917e-05,0.07922,0.884,0
drm,2026071101,39750,,0.001,,,,,0.96873652,6.553e-05,0.05365,0.599,0
drm,2026071101,40000,,0.001,,,,,0.96873931,6.264e-05,0.04912,0.548,0
drm,2026071101,40250,,0.001,,,,,0.96867972,0.0001242,0.1255,1.401,0
drm,2026071101,40500,,0.001,,,,,0.96877241,2.848e-05,0.06151,0.687,0
drm,2026071101,40750,,0.001,,,,,0.96869472,0.0001087,0.1183,1.32,0
drm,2026071101,41000,,0.001,,,,,0.96875424,4.724e-05,0.0689,0.769,0
drm,2026071101,41250,,0.001,,,,,0.96869722,0.0001061,0.03516,0.392,0
drm,2026071101,41500,,0.001,,,,,0.9687374,6.462e-05,0.09998,1.116,0
drm,2026071101,41750,,0.001,,,,,0.96874739,5.431e-05,0.09645,1.076,0
drm,2026071101,42000,,0.001,,,,,0.96875579,4.563e-05,0.06338,0.707,0
drm,2026071101,42250,,0.001,,,,,0.96875305,4.847e-05,0.08129,0.907,0
drm,2026071101,42500,,0.001,,,,,0.96873999,6.194e-05,0.04305,0.48,0
drm,2026071101,42750,,0.001,,,,,0.96875547,4.596e-05,0.06259,0.699,0
drm,2026071101,43000,,0.001,,,,,0.96876024,4.104e-05,0.04186,0.467,0
drm,2026071101,43250,,0.001,,,,,0.96877424,2.659e-05,0.06682,0.746,0
drm,2026071101,43500,,0.001,,,,,0.96874766,5.402e-05,0.09091,1.015,0
drm,2026071101,43750,,0.001,,,,,0.96877952,2.114e-05,0.07874,0.879,0
drm,2026071101,44000,,0.001,,,,,0.96874066,6.125e-05,0.04796,0.535,0
drm,2026071101,44250,,0.001,,,,,0.96877165,2.926e-05,0.05115,0.571,0
drm,2026071101,44500,,0.001,,,,,0.96876314,3.805e-05,0.07393,0.825,0
drm,2026071101,44750,,0.001,,,,,0.96875776,4.36e-05,0.09842,1.098,0
drm,2026071101,45000,,0.001,,,,,0.96871534,8.739e-05,0.09757,1.089,0
drm,2026071101,45250,,0.001,,,,,0.96874854,5.312e-05,0.05332,0.595,0
drm,2026071101,45500,,0.001,,,,,0.96878137,1.923e-05,0.06122,0.683,0
drm,2026071101,45750,,0.001,,,,,0.96877097,2.996e-05,0.05026,0.561,0
drm,2026071101,46000,,0.001,,,,,0.96878036,2.028e-05,0.08182,0.913,0
drm,2026071101,46250,,0.001,,,,,0.96877876,2.193e-05,0.06453,0.72,0
drm,2026071101,46500,,0.001,,,,,0.96871051,9.237e-05,0.1207,1.347,0
drm,2026071101,46750,,0.001,,,,,0.96866615,0.0001382,0.04466,0.498,0
drm,2026071101,47000,,0.001,,,,,0.96867636,0.0001276,0.04851,0.541,0
drm,2026071101,47250,,0.001,,,,,0.96876526,3.585e-05,0.1002,1.119,0
drm,2026071101,47500,,0.001,,,,,0.96873499,6.711e-05,0.1154,1.287,0
drm,2026071101,47750,,0.001,,,,,0.96876438,3.677e-05,0.07665,0.855,0
drm,2026071101,48000,,0.001,,,,,0.96877875,2.194e-05,0.05121,0.572,0
drm,2026071101,48250,,0.001,,,,,0.9687674,3.365e-05,0.04581,0.511,0
drm,2026071101,48500,,0.001,,,,,0.96876118,4.007e-05,0.0455,0.508,0
drm,2026071101,48750,,0.001,,,,,0.96870432,9.876e-05,0.06911,0.771,0
drm,2026071101,49000,,0.001,,,,,0.9687906,9.703e-06,0.0565,0.631,0
drm,2026071101,49250,,0.001,,,,,0.96875632,4.509e-05,0.1032,1.151,0
