seed,features,rank,frequency_radius,cutoff,keff,keff_error,flux_error,source_target_normalized_score,seconds
2026071104,5200,4880,100.0,1e-12,0.9688111438186277,3.403318270818857e-05,0.00952838548767706,0.20110140114554484,365.49427250004373
2026071104,6000,5040,100.0,1e-12,0.9688114078305952,3.3760680699900325e-05,0.009345013158617665,0.19723123527611627,509.24983970005997
