potential,N,trial,seed,retained,method_s,evaluation_s,orthogonality_max,assembly_points,assembly_seed,density,final_evaluation,lambda_1,lambda_ref_1,rel_error_1,assembly_lambda_1,mass_1,lambda_2,lambda_ref_2,rel_error_2,assembly_lambda_2,mass_2,lambda_3,lambda_ref_3,rel_error_3,assembly_lambda_3,mass_3
square,128,13,20990064,102,3.376783847808838,0.7396094799041748,1.123169498624731e-05,4194304,203508,beta22,independent product integrals of fixed fields,151.49501262377285,151.00174161840965,0.0032666577224633804,151.53919323138481,1.0000040849076381,184.41108004397384,181.8948721003363,0.013833308848033694,184.26720678824492,1.000013373452212,184.66191238712742,181.8948721003363,0.015212305079522905,184.55765087977397,0.9999711904864884
square,128,14,20990161,110,3.2791669368743896,0.7563982009887695,4.495245091500569e-05,4194304,203508,beta22,independent product integrals of fixed fields,151.41197127983932,151.00174161840965,0.002716721390315764,151.45963065490238,1.000008665485303,184.13539799383278,181.8948721003363,0.012317696852171676,183.84725420170224,0.9999644555197235,184.56215968946037,181.8948721003363,0.014663896559177056,184.41990102725276,0.9999859116627966
square,128,15,20990258,105,3.310736656188965,0.7739467620849609,2.469216656604999e-05,4194304,203508,beta22,independent product integrals of fixed fields,151.44597079659079,151.00174161840965,0.002941881155938754,151.48449015844207,1.0000027414627293,184.552868691331,181.8948721003363,0.014612817614388367,184.36607349902766,1.0000137227746646,185.1268286665625,181.8948721003363,0.01776826652069326,184.86389317321368,0.9999641442019056
square,128,16,20990355,103,3.2420194149017334,0.7038865089416504,2.8525411622435e-05,4194304,203508,beta22,independent product integrals of fixed fields,151.4346770548465,151.00174161840965,0.0028670890268994603,151.4804469247765,1.0000066597615191,184.54159518191065,181.8948721003363,0.014550839454750397,184.4029850272268,0.9999822890280986,184.98819958589175,181.8948721003363,0.017006128044385532,184.8057220154296,0.9999303269619212
square,128,17,20990452,99,3.146242380142212,0.6844351291656494,1.5995584705950583e-05,4194304,203508,beta22,independent product integrals of fixed fields,151.5107189741985,151.00174161840965,0.003370672088505268,151.5598206872931,1.0000071435174653,184.69804009153603,181.8948721003363,0.015410923677130676,184.5410470581224,0.999987717216415,184.945897348301,181.8948721003363,0.016773563832419118,184.6686179858516,0.999903879453398
square,128,18,20990549,103,3.2441582679748535,0.7558741569519043,2.1993500875785886e-05,4194304,203508,beta22,independent product integrals of fixed fields,151.46500354343266,151.00174161840965,0.00306792438324119,151.51535542198502,1.000015018770055,184.54401363751313,181.8948721003363,0.014564135352400257,184.30725837244827,1.000025769900389,184.59130398733987,181.8948721003363,0.014824122614716549,184.43700773689983,1.0000033094199443
square,128,19,20990646,109,3.3253610134124756,0.7222342491149902,4.0328132186287785e-05,4194304,203508,beta22,independent product integrals of fixed fields,151.44232337373325,151.00174161840965,0.002917726316276326,151.4803407670639,1.000002928351145,184.4758041022402,181.8948721003363,0.014189141079690347,184.33452171219884,1.000033394481253,184.7081462258869,181.8948721003363,0.015466483980915945,184.60356172755837,1.0000030465246887
square,256,0,21116803,150,10.461050987243652,3.3453714847564697,3.066118587893773e-05,4194304,203508,beta22,independent product integrals of fixed fields,151.3192760966563,151.00174161840965,0.0021028530852913664,151.35658049563384,0.9999981258542721,183.74315627820212,181.8948721003363,0.010161276986666651,183.57015795134296,0.9998993864087583,184.00842705450285,181.8948721003363,0.011619651119140251,183.8266986183728,0.999909660736699
square,256,1,21116900,144,10.657223224639893,3.2737514972686768,1.673500631994596e-05,4194304,203508,beta22,independent product integrals of fixed fields,151.32171487359258,151.00174161840965,0.002119003739649052,151.36673794015363,1.000001549602062,183.82528627741522,181.8948721003363,0.010612801530842863,183.5361737674167,0.9999591823191847,183.93177026507954,181.8948721003363,0.011198216536965634,183.78853374225164,0.9999266748828606
square,256,2,21116997,153,10.633739471435547,3.254706621170044,4.635083306567119e-05,4194304,203508,beta22,independent product integrals of fixed fields,151.3028894729001,151.00174161840965,0.0019943336498161475,151.3418748068698,1.0000029776787385,183.74249683347577,181.8948721003363,0.010157651569860022,183.65966332683593,0.9999190896092729,183.9199791035953,181.8948721003363,0.011133392491361228,183.86876471425342,1.0000280833032635
square,256,3,21117094,158,10.526063680648804,3.230830192565918,1.857304774181016e-05,4194304,203508,beta22,independent product integrals of fixed fields,151.33736377297015,151.00174161840965,0.0022226376395620244,151.38641714269727,1.0000036893497282,183.74338682461638,181.8948721003363,0.010162544457330315,183.45705337664788,1.0000190090081906,183.93117395895013,181.8948721003363,0.011194938236029912,183.80081504923297,0.9999281315933624
square,256,4,21117191,158,10.686005115509033,3.2828760147094727,6.290918899530103e-05,4194304,203508,beta22,independent product integrals of fixed fields,151.3246153684159,151.00174161840965,0.0021382120930906814,151.36335893224793,0.9999991552227527,183.7094458282228,181.8948721003363,0.009975947683041672,183.46510231006621,0.9999643881890172,183.80221209530765,181.8948721003363,0.010485947036039755,183.7922570352225,1.0000376947169989
