method,resolution,draws,keff,keff_error,keff_error_min,keff_error_max,flux_error,flux_error_min,flux_error_max,seconds
rfm,6000,20,0.968812527158434,2.091968800298097e-05,2.0837535677787657e-05,2.4555446270301418e-05,0.006621398788559998,0.0065848389179526115,0.006792761008914503,10.847856800006412
