seed,features,rank,frequency_radius,cutoff,keff,keff_error,flux_error,source_target_normalized_score,seconds
2026071104,6000,4983,100.0,1e-11,0.968811366322931,3.380352315874439e-05,0.009352859589406794,0.1973968381715623,486.9317755000666
2026071104,6000,5368,105.0,1e-11,0.9688114863829989,3.3679602224693176e-05,0.0092066528248161,0.19431107036187711,489.0268868000712
2026071104,6000,5728,110.0,1e-11,0.9687168435849361,0.0001313659032864657,0.016461632156024152,0.465539383678736,494.3330303002149
