seed,features,rank,frequency_radius,cutoff,keff,keff_error,flux_error,source_target_normalized_score,seconds
2026071104,6000,5424,105.0,1e-12,0.9688125011322508,3.263222088180998e-05,0.0090819581169595,0.19167932540384333,489.94997310009785
