method,seed,epoch,seconds,learning_rate,loss,pde_loss,boundary_loss,interface_loss,keff,keff_error,flux_error,acceptance_score,paper_budget_reached
pc_gipmnn,2026071103,1,0.2469732000026852,0.001,11788.5634765625,11615.4990234375,24.28660774230957,148.77867126464844,0.034724092729028086,0.964157625176478,1.2067781029910094,3129.1627456071596,0
pc_gipmnn,2026071103,1000,68.43105940008536,0.001,3.551055431365967,1.8245307207107544,0.12421956658363342,1.6023051738739014,0.9615587535259242,0.007474449291985712,0.9702400913489097,24.258241243624926,0
pc_gipmnn,2026071103,2000,136.64462070004083,0.001,2.097623586654663,1.3995975255966187,0.13901656866073608,0.5590096116065979,0.9623631161747518,0.006644182313427134,0.8542536815881542,21.56361908810572,0
pc_gipmnn,2026071103,3000,205.02023299993016,0.001,1.8460299968719482,1.2853139638900757,0.17209561169147491,0.3886203169822693,0.9636215396843487,0.005345231539689594,0.6537207260174254,17.34788893836685,0
pc_gipmnn,2026071103,4000,273.21622309996746,0.001,2.0984373092651367,1.7343934774398804,0.13827019929885864,0.22577351331710815,0.9638566550696896,0.00510254431287195,0.5821220652551425,16.560250268959983,0
pc_gipmnn,2026071103,5000,341.4321276000701,0.001,1.0059493780136108,0.7532662749290466,0.11620745062828064,0.13647568225860596,0.9645185222379576,0.0044193618518191076,0.5749588218173113,14.342989263336063,0
pc_gipmnn,2026071103,6000,409.30086080008186,0.001,0.759879469871521,0.5560758709907532,0.10012652724981308,0.10367710143327713,0.9651435525110007,0.003774202610445182,0.5724380445965515,12.249132190202461,0
pc_gipmnn,2026071103,7000,477.1379628998693,0.001,3.993929862976074,3.851435899734497,0.07467637211084366,0.06781774014234543,0.9660473377475906,0.002841311160620813,0.5091427075875585,10.745714687059339,0
pc_gipmnn,2026071103,8000,545.1371708998922,0.001,1.1599647998809814,0.9882282614707947,0.06746350228786469,0.10427311807870865,0.9667792964973301,0.002085779833474317,0.43336899108297033,9.146472026402362,0
pc_gipmnn,2026071103,9000,612.9194429998752,0.001,1.9140918254852295,1.740148901939392,0.0537981353700161,0.12014489620923996,0.9671997357381915,0.001651800435392735,0.3751376924096325,7.917470978021412,0
pc_gipmnn,2026071103,10000,680.6495892999228,0.001,0.5947192311286926,0.43900370597839355,0.039724912494421005,0.11599058657884598,0.9675133374510264,0.0013280992454310309,0.31933486555181206,6.739724057149745,0
pc_gipmnn,2026071103,11000,748.5178262998816,0.001,0.882287859916687,0.7368031144142151,0.031297024339437485,0.11418772488832474,0.9677409853159041,0.0010931200290006816,0.2735711524711539,5.773857716619613,0
pc_gipmnn,2026071103,12000,816.8713911999948,0.001,0.5546614527702332,0.46441152691841125,0.022159235551953316,0.06809067726135254,0.9677498363200474,0.0010839839801327282,0.22665937648602325,4.783760927080966,0
pc_gipmnn,2026071103,13000,884.7638008000795,0.001,2.928280830383301,2.7860398292541504,0.013747883960604668,0.12849314510822296,0.9676525772150779,0.0011843752940979364,0.21574327709789307,4.553371121291089,0
pc_gipmnn,2026071103,14000,952.7267658000346,0.001,0.7376088500022888,0.5409381985664368,0.011092224158346653,0.18557840585708618,0.9681645113645749,0.0006559544131142272,0.15442076718587153,3.259128494246038,0
pc_gipmnn,2026071103,15000,1020.3973161000758,0.001,0.5922601819038391,0.47871309518814087,0.0072868624702095985,0.10626018792390823,0.9682723677194293,0.0005446245670631022,0.11747978142780666,2.479470281923274,0
pc_gipmnn,2026071103,16000,1088.5994456000626,0.001,0.5027016997337341,0.41213348507881165,0.004565897863358259,0.08600229769945145,0.9682497789065749,0.000567940847878884,0.11742362116899126,2.4782849912199247,0
pc_gipmnn,2026071103,17000,1156.7191232000478,0.001,1.0662355422973633,0.928667426109314,0.0038787974044680595,0.13368934392929077,0.9684610970314438,0.0003498172672958397,0.11129644648553495,2.3489678665611735,0
pc_gipmnn,2026071103,18000,1224.6737446999177,0.001,0.7252373695373535,0.5736801028251648,0.00283981766551733,0.1487174928188324,0.9685453470621764,0.00026285398206395843,0.08837839241871859,1.8652707291682022,0
pc_gipmnn,2026071103,19000,1292.8716752999462,0.001,0.7824695110321045,0.6173409819602966,0.0028331580106168985,0.16229531168937683,0.9685536135907838,0.0002543212316434231,0.08039287633665879,1.6967323681783582,0
pc_gipmnn,2026071103,20000,1360.8720857000444,0.001,0.62975013256073,0.48246392607688904,0.0026999344117939472,0.14458627998828888,0.968599641170572,0.00020681134334025377,0.08256230256898488,1.742519207466809,0
pc_gipmnn,2026071103,21000,1428.9058367998805,0.001,0.6856464147567749,0.599526047706604,0.00317059806548059,0.08294974267482758,0.9685282667265732,0.00028048438627867203,0.0877115477141612,1.8511966339706043,0
pc_gipmnn,2026071103,22000,1496.908836599905,0.001,0.3863302171230316,0.2583785951137543,0.0035472509916871786,0.12440436333417892,0.968531164535962,0.0002774932535487175,0.08458567174017727,1.7852234385128485,0
pc_gipmnn,2026071103,23000,1565.0236696999054,0.001,0.3151855170726776,0.2195737212896347,0.0037789049092680216,0.09183289855718613,0.9686668418586803,0.00013744647122176378,0.07312327021685981,1.543303649497896,0
pc_gipmnn,2026071103,24000,1632.9990282000508,0.001,1.7517799139022827,1.675342082977295,0.004111922811716795,0.0723259374499321,0.9686375290918985,0.00016770324948545473,0.0725688218297739,1.5316017355010214,0
pc_gipmnn,2026071103,25000,1701.3188102999702,0.001,0.3385940492153168,0.2549680769443512,0.004993855953216553,0.07863211631774902,0.9686359357285801,0.0001693479267340069,0.07761930637708123,1.638194769571795,0
pc_gipmnn,2026071103,26000,1769.4010439000558,0.001,0.3886869549751282,0.2697426974773407,0.004740373697131872,0.11420387029647827,0.9686815017817478,0.00012231442841882846,0.07362195043582596,1.5538285480641179,0
pc_gipmnn,2026071103,27000,1837.4567066999152,0.001,0.3289858102798462,0.18423618376255035,0.0055904570035636425,0.1391591578722,0.9687285976207723,7.370187781549078e-05,0.0874393341048506,1.845451427889884,0
pc_gipmnn,2026071103,28000,1905.1100846000481,0.001,0.28399497270584106,0.1778470128774643,0.006066858768463135,0.10008111596107483,0.9686424240635869,0.0001626506362645325,0.1042026036192316,2.1992487203569278,0
pc_gipmnn,2026071103,29000,1973.0723480999004,0.001,0.3360970616340637,0.24236926436424255,0.007100806105881929,0.08662700653076172,0.9685760429518054,0.0002311695377730763,0.11333579641066635,2.392009379512175,0
pc_gipmnn,2026071103,30000,2044.927088999888,0.001,0.3179795742034912,0.24916870892047882,0.0071107568219304085,0.061700090765953064,0.9686032525938238,0.0002030836149629907,0.12175891440071553,2.569783550383393,0
pc_gipmnn,2026071103,31000,2115.615440600086,0.001,0.9214920401573181,0.8361238241195679,0.007126219104975462,0.0782419890165329,0.9686170602385844,0.00018883129791039463,0.13143749763176915,2.7740549509670362,0
pc_gipmnn,2026071103,32000,2183.80959469988,0.001,0.32765910029411316,0.25338974595069885,0.007297986652702093,0.06697136163711548,0.9685659397616787,0.0002415980990104124,0.13347640061002547,2.8170870308778935,0
pc_gipmnn,2026071103,33000,2251.634846499888,0.001,0.46396464109420776,0.38861292600631714,0.0068669687025249004,0.06848476827144623,0.9686169449173888,0.00018895033300080842,0.12393576348887864,2.6157270528034156,0
