potential,N,seed,retained,device,largest_frequency,draw_s,assemble_s,eigensolve_s,method_s,lambda_1,lambda_2,lambda_3,lambda_4,lambda_5,lambda_6,lambda_7,lambda_8,lambda_9,lambda_10,lambda_11,lambda_12,trial,lambda_ref_1,rel_error_1,lambda_ref_2,rel_error_2,lambda_ref_3,rel_error_3,lambda_ref_4,rel_error_4,lambda_ref_5,rel_error_5,lambda_ref_6,rel_error_6,lambda_ref_7,rel_error_7,lambda_ref_8,rel_error_8,lambda_ref_9,rel_error_9,lambda_ref_10,rel_error_10,lambda_ref_11,rel_error_11,lambda_ref_12,rel_error_12,recorded_at
square,128,20989773,111,cpu,7.9912729612624975,0.00023950000468175858,2.11317599999893,0.004632800002582371,2.118048300006194,151.23630824960256,183.06050570597318,183.66887095608956,184.18875188689725,184.34871243945568,184.5532537201592,184.9283150822441,185.5079891724753,186.29818005917704,187.3951846969864,188.16950075095284,215.97975012807996,10,151.0017431728773,0.0015533931714729564,181.8948733883238,0.006408274713498447,181.8948733883238,0.009752872825494663,181.8948733883238,0.01261101237128496,181.8948733883238,0.013490424471135264,181.8948733883238,0.01461492719566699,181.8948733883238,0.016676894941641783,181.8948733883238,0.019863758207401192,181.8948733883238,0.02420797567753722,181.8948733883238,0.030238957295514925,181.8948733883238,0.0344958999984209,212.78800360377028,0.014999654445994933,1787841273.7110977
square,128,20989870,104,cpu,11.599587463532007,0.00025070000265259296,2.2687495999998646,0.005015000002458692,2.274015300004976,151.2843766511469,183.6681588587359,184.11713854606322,184.13118758701856,184.3035363945656,184.46380690045422,184.95190185121814,185.24088942077435,185.87882621265257,187.1509888385592,188.20612114690383,216.0610628714174,11,151.0017431728773,0.0018717232816712456,181.8948733883238,0.009748957941361838,181.8948733883238,0.012217305063871474,181.8948733883238,0.01229454221021671,181.8948733883238,0.013242060984861385,181.8948733883238,0.01412317710926389,181.8948733883238,0.016806567474653127,181.8948733883238,0.018395328961840613,181.8948733883238,0.021902501978840926,181.8948733883238,0.028896446350163047,181.8948733883238,0.03469722725558229,212.78800360377028,0.015381784744509533,1787841275.9975889
square,128,20989967,106,cpu,9.72459154758222,0.000228599994443357,2.3623876000056043,0.006025900001986884,2.3686421000020346,151.30855670089394,183.20019947558038,184.04941833979382,184.4472615461074,184.51514896044,185.53261628519945,185.88920630409345,186.16749766406323,186.47122603934847,187.81973960986318,189.23494157185095,216.24208839027597,12,151.0017431728773,0.002031854212870813,181.8948733883238,0.007176266504608261,181.8948733883238,0.011845000968610775,181.8948733883238,0.014032216028071157,181.8948733883238,0.014405439379933698,181.8948733883238,0.01999915021854145,181.8948733883238,0.021959568410937224,181.8948733883238,0.023489525549287495,181.8948733883238,0.02515932728491315,181.8948733883238,0.03257302479817839,181.8948733883238,0.04035335381804301,212.78800360377028,0.0162325165329221,1787841278.3770902
square,128,20990064,102,cpu,7.520294093207519,0.00025880000612232834,2.407386699997005,0.005461900000227615,2.413107400003355,151.33662835287478,183.1413336579578,183.8776532966564,184.0643829561904,184.53606214867582,184.70325863500867,185.0905604280973,185.42916072869954,185.58070866637038,186.7414480010352,188.12852309353485,216.52057222917256,13,151.0017431728773,0.002217757046778496,181.8948733883238,0.00685264101409263,181.8948733883238,0.010900691544503396,181.8948733883238,0.011927271656716618,181.8948733883238,0.014520413418763128,181.8948733883238,0.015439606374662972,181.8948733883238,0.017568868106310472,181.8948733883238,0.019430384565212427,181.8948733883238,0.02026354679154579,181.8948733883238,0.02664492144517207,181.8948733883238,0.034270617907427046,212.78800360377028,0.017541254968267132,1787841280.804665
square,128,20990161,110,cpu,9.79178238493223,0.00030050000350456685,2.2918032000015955,0.0060551000060513616,2.2981588000111515,151.28839493238277,183.01712521169466,183.68481532754961,183.7774201154073,184.12187854588572,184.4721149314016,184.61066494192377,184.89976322797574,185.19742375119614,186.3372579418991,187.53949813571205,216.042073370288,14,151.0017431728773,0.0018983341084830765,181.8948733883238,0.006169782591810604,181.8948733883238,0.009840529894454556,181.8948733883238,0.010349641482552923,181.8948733883238,0.01224336407111125,181.8948733883238,0.01416885201363373,181.8948733883238,0.014930555782086803,181.8948733883238,0.016519925953255823,181.8948733883238,0.018156368573521053,181.8948733883238,0.024422813413170603,181.8948733883238,0.03103234655403215,212.78800360377028,0.015292543336122823,1787841283.1194618
square,128,20990258,105,cpu,7.625390184794589,0.00026109999453183264,2.6189402000018163,0.007642099997610785,2.626843399993959,151.23230996467092,183.38216232388368,183.72612999472526,184.1393407666022,184.68609249082536,184.80937412465994,185.40113600861338,185.61315030504628,186.16581333429545,187.36664422559878,188.34239747235597,215.50739235860812,15,151.0017431728773,0.0015269147689881408,181.8948733883238,0.008176640209010756,181.8948733883238,0.01006766475760949,181.8948733883238,0.012339365791177335,181.8948733883238,0.015345232388945085,181.8948733883238,0.01602299549209417,181.8948733883238,0.019276313592435004,181.8948733883238,0.020441900573989303,181.8948733883238,0.023480265641427488,181.8948733883238,0.030082050886576735,181.8948733883238,0.035446431028693645,212.78800360377028,0.01277980294369214,1787841285.7606277
square,128,20990355,103,cpu,6.171938206268439,0.0002806999982567504,2.9058574000082444,0.005528099994990043,2.9116662000014912,151.30047944683602,183.4397143489637,183.8693006579425,184.3479790965787,184.4096061951526,184.6316812474735,185.05799630367088,185.6236898355701,185.9254364596948,187.2654101938297,188.65580247441554,215.7647948195243,16,151.0017431728773,0.001978363081654693,181.8948733883238,0.00849304288715082,181.8948733883238,0.010854771400860403,181.8948733883238,0.013486392785891425,181.8948733883238,0.013825198918389327,181.8948733883238,0.01504609672701962,181.8948733883238,0.017389840936276414,181.8948733883238,0.02049984355131186,181.8948733883238,0.02215875025112025,181.8948733883238,0.02952549846768058,181.8948733883238,0.037169431772043265,212.78800360377028,0.013989469168088362,1787841288.6885142
square,128,20990452,99,cpu,9.451004143952456,0.00027629999385681003,2.170669300001464,0.004621900006895885,2.1755675000022165,151.42933673545335,183.44816265006847,183.97276875784368,184.0622065583162,184.66779672947277,184.93376837990644,185.11893262605278,185.48492616165666,186.15552215518096,187.75505521865327,188.91764723157726,216.24030210026234,17,151.0017431728773,0.002831712757689895,181.8948733883238,0.008539488952108033,181.8948733883238,0.011423606013809063,181.8948733883238,0.01191530651534868,181.8948733883238,0.015244648128312676,181.8948733883238,0.016706875432904448,181.8948733883238,0.01772484940158821,181.8948733883238,0.019736965129679814,181.8948733883238,0.02342368802094382,181.8948733883238,0.03221741064586627,181.8948733883238,0.0386089707336649,212.78800360377028,0.016224121839690464,1787841290.8789656
square,128,20990549,103,cpu,7.254423478602948,0.00031430000672116876,2.0222142999991775,0.00517589999071788,2.0277044999966165,151.20633198352192,183.08606363217586,183.34193465867585,183.89016057317286,184.55513719897766,184.7150485260122,184.79753893676647,185.40054894146533,185.95436852672108,186.93357558777913,187.75736869948793,216.22765087960767,18,151.0017431728773,0.0013548771447651122,181.8948733883238,0.006548784040268295,181.8948733883238,0.007955481335984458,181.8948733883238,0.010969452561696869,181.8948733883238,0.014625281961490627,181.8948733883238,0.015504423435110635,181.8948733883238,0.015957929403792707,181.8948733883238,0.019273086084495333,181.8948733883238,0.022317809527983557,181.8948733883238,0.027701177639560613,181.8948733883238,0.03223012942562935,212.78800360377028,0.01616466726311465,1787841292.919494
square,128,20990646,109,cpu,11.870781224942238,0.00024179999309126288,2.1896618000027956,0.005720800007111393,2.1956244000029983,151.18346079348242,183.40333595575402,183.9627405380625,184.09626338449834,184.25385200790782,184.8177056416894,185.52298958823744,185.64323459263395,186.28748996778032,186.51456218084581,188.25089960499335,216.01106994909904,19,151.0017431728773,0.0012034140585852988,181.8948733883238,0.008293046083876382,181.8948733883238,0.011368474059871132,181.8948733883238,0.012102540083550628,181.8948733883238,0.012968912073447497,181.8948733883238,0.01606879951545262,181.8948733883238,0.019946225709000905,181.8948733883238,0.02060729439200771,181.8948733883238,0.024149204964555644,181.8948733883238,0.025397575569156058,181.8948733883238,0.034943404936433844,212.78800360377028,0.01514684235362436,1787841295.1261108
square,256,21116803,150,cpu,8.38964724225535,0.00039620000461582094,5.321700699991197,0.01898730000539217,5.341084200001205,151.0943977079908,182.2558021668219,182.69114235272704,183.18067774206895,183.40798614564292,183.69955108805988,184.0129968879138,184.43491874423412,184.74183928826412,185.71774397955036,186.33257209896917,214.52995886784663,0,151.0017431728773,0.0006135991092991479,181.8948733883238,0.001984271308887121,181.8948733883238,0.0043776328027855665,181.8948733883238,0.007068942240060418,181.8948733883238,0.008318611344745382,181.8948733883238,0.009921542405889133,181.8948733883238,0.0116447674425,181.8948733883238,0.013964359240008068,181.8948733883238,0.015651710501276183,181.8948733883238,0.021016923237111823,181.8948733883238,0.02439705214325322,212.78800360377028,0.008186341497521751,1787841300.4786646
square,256,21116900,144,cpu,7.834292017065299,0.0003809000045293942,5.3070573000004515,0.016490599999087863,5.323928800004069,151.08390995970157,182.52035727636547,182.77980679752193,183.261454603743,183.3026718319286,184.01755322826278,184.17548887424715,184.3938347080918,184.62164629478883,185.75489573445924,186.62745497443936,214.51957578032145,1,151.0017431728773,0.0005441446244114142,181.8948733883238,0.003438710923459356,181.8948733883238,0.0048650816414650315,181.8948733883238,0.00751302766242196,181.8948733883238,0.007739626837086952,181.8948733883238,0.011669816748531053,181.8948733883238,0.012538096557864618,181.8948733883238,0.013738492312716349,181.8948733883238,0.014990927757725805,181.8948733883238,0.02122117173635106,181.8948733883238,0.02601822414209595,212.78800360377028,0.008137546042189041,1787841305.815449
square,256,21116997,153,cpu,7.826979895701661,0.0002570999931776896,5.243118200000026,0.015572700009215623,5.25894800000242,150.99970693791772,182.0741171780058,182.9242010666402,182.96141449630346,183.1586020570868,183.70614460076172,184.0193781111804,184.21536060129563,185.0006409826563,185.5545561470164,186.92734992703382,214.51712865310736,2,151.0017431728773,1.3484844060670868e-05,181.8948733883238,0.0009854251873242226,181.8948733883238,0.00565891527970068,181.8948733883238,0.0058635028470689025,181.8948733883238,0.006947577164888526,181.8948733883238,0.009957791435776657,181.8948733883238,0.011679849372780564,181.8948733883238,0.012757298596414416,181.8948733883238,0.017074519674351005,181.8948733883238,0.020119768581270712,181.8948733883238,0.02766695094240668,212.78800360377028,0.008126045735909372,1787841311.088455
square,256,21117094,158,cpu,7.4426412017344195,0.0002573999954620376,5.07682410000416,0.018998400002601556,5.096079900002223,151.04834524842676,182.27337312984807,182.87809431568326,183.07923345328666,183.6299505346906,183.79545307542824,183.84792452118168,184.19059365653308,184.5073731374345,185.8724281064063,186.5820967933562,214.24885992326142,3,151.0017431728773,0.0003086194541218308,181.8948733883238,0.0020808708594894166,181.8948733883238,0.005405435068312286,181.8948733883238,0.006511233895165407,181.8948733883238,0.009538900761994746,181.8948733883238,0.010448780945282298,181.8948733883238,0.010737252218694275,181.8948733883238,0.01262113783332533,181.8948733883238,0.014362690385084965,181.8948733883238,0.021867327231322776,181.8948733883238,0.02576885932912324,212.78800360377028,0.006865313338863707,1787841316.1946073
square,256,21117191,158,cpu,7.506652757357569,0.00036890000046696514,4.831346799997846,0.014813100002356805,4.846528800000669,151.04596794523954,182.31916230483355,182.56950333030835,183.17267383402688,183.48070276824828,183.651579204044,183.8506769006265,183.88904016820308,184.44289395080867,185.2903095141273,186.8988989156691,213.96175723954832,4,151.0017431728773,0.0002928759061516922,181.8948733883238,0.002332605139475044,181.8948733883238,0.003708900253303503,181.8948733883238,0.007024939306426422,181.8948733883238,0.008718384143454855,181.8948733883238,0.009657808287811681,181.8948733883238,0.010752383923032849,181.8948733883238,0.010963292932517047,181.8948733883238,0.014008204382127694,181.8948733883238,0.0186670248729587,181.8948733883238,0.02751053635614188,212.78800360377028,0.0055160705298202455,1787841321.052312
square,256,21117288,147,cpu,9.379842185717852,0.0002533000078983605,4.459500500001013,0.014798099990002811,4.4745518999989145,151.08481427235768,182.67035763216973,182.97216956778607,183.10667391530964,183.4300602818453,183.89214570950847,183.96331224129898,184.19135697252185,185.23106709820274,186.05339879793559,186.7030841396371,214.5250569915694,5,151.0017431728773,0.000550133380813177,181.8948733883238,0.0042633650382788504,181.8948733883238,0.005922630799837782,181.8948733883238,0.006662092803455791,181.8948733883238,0.008439967905220022,181.8948733883238,0.010980366208126953,181.8948733883238,0.011371617101925253,181.8948733883238,0.01262533430117813,181.8948733883238,0.018341328965091726,181.8948733883238,0.022862246374222125,181.8948733883238,0.0264340091710466,212.78800360377028,0.008163305065983194,1787841325.5370302
square,256,21117385,144,cpu,7.627727528905844,0.0002906000008806586,4.427668800009997,0.014443299995036796,4.442402700005914,151.08928256052968,182.65663900922277,183.1248116940024,183.39132928129186,183.59165521420175,183.65525351533955,184.28922148699405,184.54614317732165,184.75933659640765,185.77976919978585,186.6223092560707,214.831570449673,6,151.0017431728773,0.0005797243516067445,181.8948733883238,0.0041879444247596015,181.8948733883238,0.006761808525811744,181.8948733883238,0.008227037217114513,181.8948733883238,0.009328365303927708,181.8948733883238,0.009678008479422967,181.8948733883238,0.013163362188656175,181.8948733883238,0.014575835698995879,181.8948733883238,0.015747905120825346,181.8948733883238,0.021357918115527483,181.8948733883238,0.025989934623690078,212.78800360377028,0.00960376906260193,1787841329.9920814
square,256,21117482,149,cpu,13.607579350810864,0.00026889999571722,4.472434399998747,0.018040700000710785,4.490743999995175,150.9948980596339,182.3456454702689,182.67109172324217,182.96824061238442,183.5086666793863,183.6897828607248,183.98972238851468,184.07680389319472,184.54220244985078,185.7297691083765,187.35960730316896,214.51972198632194,7,151.0017431728773,4.533135247030814e-05,181.8948733883238,0.0024782011364485206,181.8948733883238,0.004267400836862783,181.8948733883238,0.0059010306561478616,181.8948733883238,0.008872120808029873,181.8948733883238,0.009867839807497407,181.8948733883238,0.011516811668015728,181.8948733883238,0.011995558006809645,181.8948733883238,0.014554170836223944,181.8948733883238,0.021083033560080993,181.8948733883238,0.03004336413142671,212.78800360377028,0.008138233139196475,1787841334.491794
square,256,21117579,143,cpu,7.85856710594851,0.0002523000002838671,4.404082299995935,0.014466699998592958,4.418801299994811,151.0656532062683,182.29013431300595,182.9336868512323,183.39289492466585,183.86424077632878,184.1439763046515,184.5609851034848,184.7633056639979,185.0553515223655,186.31607629582052,187.46352840858603,214.5725703303177,8,151.0017431728773,0.0004232403682773523,181.8948733883238,0.002173018498648544,181.8948733883238,0.005711065097974284,181.8948733883238,0.008235644625035522,181.8948733883238,0.010826953785556306,181.8948733883238,0.012364850500905186,181.8948733883238,0.014657431875329323,181.8948733883238,0.015769725788534732,181.8948733883238,0.01737530077219091,181.8948733883238,0.024306363478744097,181.8948733883238,0.03061468922421925,212.78800360377028,0.008386594621520246,1787841338.9224865
square,256,21117676,146,cpu,9.088399445805747,0.00025769999774638563,4.413128999993205,0.01571590000821743,4.429102599999169,151.10048046755918,182.4108537816881,182.84526192209887,183.07622910794623,183.5021099813053,183.8376383433354,184.11124781110067,184.17958407540567,184.5653798399618,185.80565443108884,186.9364977795865,214.64817384759573,9,151.0017431728773,0.0006538818202174063,181.8948733883238,0.002836695634971304,181.8948733883238,0.0052249330400099695,181.8948733883238,0.006494716962695216,181.8948733883238,0.008836074173186013,181.8948733883238,0.010680702093588174,181.8948733883238,0.01218491968184934,181.8948733883238,0.012560610667703094,181.8948733883238,0.014681592734814428,181.8948733883238,0.021500226861347557,181.8948733883238,0.027717242918108176,212.78800360377028,0.008741894337658476,1787841343.3615808
square,256,21117773,150,cpu,9.923926006046782,0.00031310001213569194,4.4338658999913605,0.014375300001120195,4.448554300004616,151.082189490331,182.46542977497035,182.84553551392142,183.07368824959244,183.52741781220217,183.83516696894813,183.97449258400567,184.4564737942702,184.76855022991887,185.53044310727867,186.87883492085206,214.86471580652773,10,151.0017431728773,0.0005327509190512555,181.8948733883238,0.0031367370394683337,181.8948733883238,0.0052264371605904554,181.8948733883238,0.006480748133852128,181.8948733883238,0.008975208555730424,181.8948733883238,0.01066711526543163,181.8948733883238,0.011433083060247377,181.8948733883238,0.014082862030298739,181.8948733883238,0.01579855873925665,181.8948733883238,0.0199872027794504,181.8948733883238,0.027400230911885613,212.78800360377028,0.009759536099715785,1787841347.8229175
square,256,21117870,153,cpu,10.974691312759084,0.00035089999437332153,4.421142400009558,0.014867599995341152,4.436360899999272,151.08299680091804,182.44738523764156,182.84504785819686,183.00629155381088,183.31698411448144,183.70452385279503,184.03068056541932,184.43190930534004,184.60325377750408,185.51861438969453,187.06757830829318,214.40130075377945,11,151.0017431728773,0.0005380972850605878,181.8948733883238,0.0030375339283929157,181.8948733883238,0.005223756184950673,181.8948733883238,0.006110222596072567,181.8948733883238,0.007818311201776526,181.8948733883238,0.009948881080380202,181.8948733883238,0.011741986661360358,181.8948733883238,0.013947814304804436,181.8948733883238,0.014889811563837885,181.8948733883238,0.019922172262845983,181.8948733883238,0.028437881857870093,212.78800360377028,0.00758171101136544,1787841352.2686615
square,256,21117967,145,cpu,9.617325845277522,0.00025939999613910913,4.41588590000174,0.014328299992484972,4.430473599990364,151.03949945122633,182.47245159788582,182.74765006786174,183.21540508876672,183.36566666850433,183.7643847576166,184.19695458023034,184.48698466076485,184.70116366908655,185.65869014102083,186.6192433157227,214.36697766363824,12,151.0017431728773,0.00025003869197596053,181.8948733883238,0.0031753407823043697,181.8948733883238,0.004688294197920451,181.8948733883238,0.007259862116200221,181.8948733883238,0.008085952356890106,181.8948733883238,0.010277977242940904,181.8948733883238,0.012656108163048027,181.8948733883238,0.014250601043093785,181.8948733883238,0.015428088920195527,181.8948733883238,0.02069226406761746,181.8948733883238,0.02597307906151352,212.78800360377028,0.007420409201301341,1787841356.7094712
square,256,21118064,134,cpu,8.485348678565655,0.0002539999986765906,4.438827699996182,0.014203500002622604,4.453285199997481,151.13657324903355,182.77759127597776,183.0303560226395,183.3134163983812,183.6402523131827,183.86096200289947,184.3835415130578,184.68326509684331,184.84088722564903,186.24922884511773,187.74054909981615,214.54146925826012,13,151.0017431728773,0.000892904103775051,181.8948733883238,0.004852901410637729,181.8948733883238,0.006242521370525862,181.8948733883238,0.007798697036551437,181.8948733883238,0.009595536654475966,181.8948733883238,0.010808928134980023,181.8948733883238,0.013681903609350201,181.8948733883238,0.015329688278606092,181.8948733883238,0.01619624447048517,181.8948733883238,0.023938857515230304,181.8948733883238,0.032137660631108296,212.78800360377028,0.00824043472749032,1787841361.172544
square,256,21118161,151,cpu,11.224810454579318,0.0003009000065503642,4.418821800005389,0.014654499987955205,4.433777199999895,151.07081565004577,182.57087139566093,182.69957039119808,183.0047266824059,183.53892311889405,183.61179288478212,184.13216293547544,184.36712907088028,184.7653046459683,185.30711177597252,187.07996314811615,214.59055309804734,14,151.0017431728773,0.00045742834299201875,181.8948733883238,0.0037164214402786795,181.8948733883238,0.00442396747024508,181.8948733883238,0.00610161943219098,181.8948733883238,0.009038461062398443,181.8948733883238,0.009439075794032487,181.8948733883238,0.012299904364953165,181.8948733883238,0.013591673236873056,181.8948733883238,0.015780715553849058,181.8948733883238,0.018759398349639064,181.8948733883238,0.028505969757172955,212.78800360377028,0.008471104873156115,1787841365.6192353
