seed,features,rank,frequency_radius,cutoff,keff,keff_error,flux_error,source_target_normalized_score,seconds
2026071104,6000,5385,105.0,5e-12,0.9688120085078182,3.3140687026264964e-05,0.009104739650044009,0.19216014119676683,490.0598371999804
2026071104,6000,5406,105.0,2e-12,0.9688122388695884,3.2902917331169716e-05,0.009120273351876573,0.19248798784062332,494.1994386999868
