seed,features,rank,frequency_radius,cutoff,keff,keff_error,flux_error,source_target_normalized_score,seconds
2026071104,2800,2035,60.0,1e-12,0.9687807841773415,6.536912289080404e-05,0.013647331190041313,0.28803383613772005,104.3809599999804
2026071104,2800,2546,70.0,1e-12,0.9687911102593686,5.4710976911004e-05,0.011916991688303966,0.2515141446635564,100.61468200013041
2026071104,2800,2800,80.0,1e-12,0.9660715531373313,0.002861723039276384,0.7265561932984437,15.33433640696574,101.43355269986205
2026071104,3400,2080,60.0,1e-12,0.968781508293565,6.462172069154308e-05,0.013363043669417235,0.28203380404417877,148.053322999971
2026071104,3400,2650,70.0,1e-12,0.9687916939052477,5.410856227171356e-05,0.011951713008173022,0.2522469557031937,148.2177851998713
2026071104,3400,3204,80.0,1e-12,0.9688015382120111,4.3947684382202776e-05,0.011009145365226708,0.23235358825745991,150.83979300013743
2026071104,4000,2104,60.0,1e-12,0.9687816469357331,6.447862009806863e-05,0.013304760450973618,0.28080370720275255,206.51891440013424
2026071104,4000,2705,70.0,1e-12,0.9687920473144216,5.374378824063303e-05,0.01201370232937829,0.25355527172027376,207.45702420012094
2026071104,4000,3333,80.0,1e-12,0.9688021279464848,4.333898535255095e-05,0.011158764817755212,0.23551138257434864,207.71952220005915
