seed,features,rank,frequency_radius,cutoff,keff,keff_error,flux_error,source_target_normalized_score,seconds
2026071104,6000,5776,110.0,1e-12,0.9687880221371026,5.7898406356968216e-05,0.008751748047869903,0.205182530147311,498.76709960005246
